,id,year,title,ref,author
40,@articleFournier2013OnTR,2013,On the rate of convergence in Wasserstein distance of the empirical measure,"Fournier, N. and A. Guillin. “On the rate of convergence in Wasserstein distance of the empirical measure.” Probability Theory and Related Fields 162 (2013): 707-738.","['N. Fournier ', ' A. Guillin']"
41,@articleBolley2005QuantitativeCI,2005,Quantitative Concentration Inequalities for Empirical Measures on Non-compact Spaces,"Bolley, F. et al. “Quantitative Concentration Inequalities for Empirical Measures on Non-compact Spaces.” Probability Theory and Related Fields 137 (2005): 541-593.","['F. Bolley ', ' A. Guillin ', ' C. Villani']"
42,@inproceedingsDret2018ABR,2018,A Brief Review of Real and Functional Analysis,"Dret, H.. “A Brief Review of Real and Functional Analysis.” (2018).",['H. Dret']
43,@inproceedingsShapiro2001ONDT,2001,ON DUALITY THEORY OF CONIC LINEAR PROBLEMS,"Shapiro, A.. “ON DUALITY THEORY OF CONIC LINEAR PROBLEMS.” (2001).",['A. Shapiro']
44,@inproceedingsBoucheron2013ConcentrationI,2013,Concentration Inequalities - A Nonasymptotic Theory of Independence,"Boucheron, S. et al. “Concentration Inequalities - A Nonasymptotic Theory of Independence.” Concentration Inequalities (2013).","['S. Boucheron ', ' G. Lugosi ', ' P. Massart']"
45,@articleBubeck2015ConvexOA,2015,Convex Optimization: Algorithms and Complexity,"Bubeck, Sébastien. “Convex Optimization: Algorithms and Complexity.” Found. Trends Mach. Learn. 8 (2015): 231-357.","[""S\\'ebastien Bubeck""]"
46,@articleMohammadi2019ParabolicRI,2019,Parabolic Regularity in Geometric Variational Analysis,"Mohammadi, Ashkan et al. “Parabolic Regularity in Geometric Variational Analysis.” arXiv: Optimization and Control (2019): n. pag.","['Ashkan Mohammadi ', ' B. Mordukhovich ', ' M. Sarabi']"
47,@articleErhard2013ThePA,2013,The parabolic Anderson model in a dynamic random environment: space-time ergodicity for the quenched Lyapunov exponent,"Erhard, D. et al. “The parabolic Anderson model in a dynamic random environment: space-time ergodicity for the quenched Lyapunov exponent.” Probability Theory and Related Fields 162 (2013): 1-46.","['D. Erhard ', ' F. Holl', 'er ', ' G. Maillard']"
48,@inproceedingsVillani2003TopicsIO,2003,Topics in Optimal Transportation,"Villani, C.. “Topics in Optimal Transportation.” (2003).",['C. Villani']
49,@inproceedingsMashreghi2009RepresentationTI,2009,Representation Theorems in Hardy Spaces,"Mashreghi, J.. “Representation Theorems in Hardy Spaces.” (2009).",['J. Mashreghi']
50,@inproceedingsBertsimas2014RobustS,2014,Robust SAA,"Bertsimas, D. et al. “Robust SAA.” (2014).","['D. Bertsimas ', ' Vishal Gupta ', ' Nathan Kallus']"
51,@articleChateauneuf2004AYD,2004,A Yosida-Hewitt decomposition for totally monotone games,"Chateauneuf, A. and Yann Rébillé. “A Yosida-Hewitt decomposition for totally monotone games.” Math. Soc. Sci. 48 (2004): 1-9.","['A. Chateauneuf ', "" Yann R\\'ebill\\'e""]"
52,@inproceedingsScarf2013AMS,2013,A Min-Max Solution of an Inventory Problem,"Scarf, H.. “A Min-Max Solution of an Inventory Problem.” (2013).",['H. Scarf']
53,@articleKorda2019ComputingCI,2019,Computing controlled invariant sets from data using convex optimization,"Korda, M.. “Computing controlled invariant sets from data using convex optimization.” arXiv: Optimization and Control (2019): n. pag.",['M. Korda']
54,@articleKumar2017StatusAD,2017,Status and distribution of available macronutrients in relation to physico- chemical properties under different land uses of cold arid soils of Spiti valley in Himachal Pradesh,"Kumar, R. et al. “Status and distribution of available macronutrients in relation to physico- chemical properties under different land uses of cold arid soils of Spiti valley in Himachal Pradesh.” Environment Conservation Journal 18 (2017): 79-86.","['R. Kumar ', ' S. S. Paliyal ', ' S. Sharma ', ' R. S. Rana ', ' Sirmour at Dhaulakuan Krishi Vigyan Kendra']"
56,@articleShehadeh2020ADR,2020,A Distributionally Robust Optimization Approach for Stochastic Elective Surgery Scheduling with Limited Intensive Care Unit Capacity,"Shehadeh, Karmel S. and R. Padman. “A Distributionally Robust Optimization Approach for Stochastic Elective Surgery Scheduling with Limited Intensive Care Unit Capacity.” European Journal of Operational Research (2020): n. pag.","['Karmel S. Shehadeh ', ' R. Padman']"
57,@articleBach2018MathematicalQA,2018,Mathematical Questions and Challenges in Quantum Electrodynamics and its Applications,"Bach, Volker et al. “Mathematical Questions and Challenges in Quantum Electrodynamics and its Applications.” Oberwolfach Reports 14 (2018): 2539-2599.","['Volker Bach ', ' Miguel Ballesteros ', "" Dirk-Andr\\'e Deckert "", ' I. M. Sigal']"
58,@articleJohnson1966LinearSI,1966,Linear Statistical Inference and Its Applications,"Johnson, N.. “Linear Statistical Inference and Its Applications.” Technometrics 8 (1966): 551-553.",['N. Johnson']
59,@inproceedingsShapiro2009LecturesOS,2009,Lectures on Stochastic Programming - Modeling and Theory,"Shapiro, A. et al. “Lectures on Stochastic Programming - Modeling and Theory.” MOS-SIAM Series on Optimization (2009).","['A. Shapiro ', ' D. Dentcheva ', ' A. Ruszczynski']"
60,@articleBertsimas2018BinaryDR,2018,Binary decision rules for multistage adaptive mixed-integer optimization,"Bertsimas, D. and A. Georghiou. “Binary decision rules for multistage adaptive mixed-integer optimization.” Mathematical Programming 167 (2018): 395-433.","['D. Bertsimas ', ' A. Georghiou']"
62,@inproceedingsShiu1994RealAF,1994,"Real and functional analysis , (3rd edition), by Serge Lang. Pp 580 DM88. 1993. ISBN 3-540-94001-4 (Springer)","Shiu, P.. “Real and functional analysis , (3rd edition), by Serge Lang. Pp 580 DM88. 1993. ISBN 3-540-94001-4 (Springer).” (1994).",['P. Shiu']
63,@articleBenoit2014AFA,2014,A Functional Analysis of 2008 and 2012 Presidential Nomination Acceptance Addresses,"Benoit, W.. “A Functional Analysis of 2008 and 2012 Presidential Nomination Acceptance Addresses.” Speaker and Gavel 51 (2014): 5.",['W. Benoit']
64,@inproceedingsSzczepaniak2005AdvancesIW,2005,"Advances in Web Intelligence Third International Atlantic Web IntelligenceConference, AWIC 2005, Lodz, Poland, June 6-9, 2005, Proceedings","Szczepaniak, P. et al. “Advances in Web Intelligence Third International Atlantic Web IntelligenceConference, AWIC 2005, Lodz, Poland, June 6-9, 2005, Proceedings.” AWIC (2005).","['P. Szczepaniak ', ' J. Kacprzyk ', ' A. Niewiadomski']"
66,@articleNewhouse1959StudiesIT,1959,Studies in the Mathematical Theory of Inventory and Production.,"Newhouse, A. et al. “Studies in the Mathematical Theory of Inventory and Production.” American Mathematical Monthly 66 (1959): 742.","['A. Newhouse ', ' K. Arrow ', ' S. Karlin ', ' H. Scarf']"
0,@articleStutz2019DisentanglingAR,2019,Disentangling Adversarial Robustness and Generalization,"Stutz, David et al. “Disentangling Adversarial Robustness and Generalization.” 2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) (2019): 6969-6980.","['David Stutz ', ' M. Hein ', ' B. Schiele']"
1,@inproceedingsWong2018ScalingPA,2018,Scaling provable adversarial defenses,"Wong, E. et al. “Scaling provable adversarial defenses.” NeurIPS (2018).","['E. Wong ', ' F. Schmidt ', ' J. H. Metzen ', ' J. Z. Kolter']"
2,@inproceedingsTorkamani2013ConvexAC,2013,Convex Adversarial Collective Classification,"Torkamani, MohamadAli and Daniel Lowd. “Convex Adversarial Collective Classification.” ICML (2013).","['MohamadAli Torkamani ', ' Daniel Lowd']"
3,@inproceedingsTjeng2019EvaluatingRO,2019,Evaluating Robustness of Neural Networks with Mixed Integer Programming,"Tjeng, Vincent et al. “Evaluating Robustness of Neural Networks with Mixed Integer Programming.” ICLR (2019).","['Vincent Tjeng ', ' K. Xiao ', ' Russ Tedrake']"
4,@articleTjeng2017VerifyingNN,2017,Verifying Neural Networks with Mixed Integer Programming,"Tjeng, Vincent and Russ Tedrake. “Verifying Neural Networks with Mixed Integer Programming.” ArXiv abs/1711.07356 (2017): n. pag.","['Vincent Tjeng ', ' Russ Tedrake']"
5,@inproceedingsSu2018IsRT,2018,Is Robustness the Cost of Accuracy? - A Comprehensive Study on the Robustness of 18 Deep Image Classification Models,"Su, D. et al. “Is Robustness the Cost of Accuracy? - A Comprehensive Study on the Robustness of 18 Deep Image Classification Models.” ECCV (2018).","['D. Su ', ' Huan Zhang ', ' H. Chen ', ' Jinfeng Yi ', ' P. Chen ', ' Yupeng Gao']"
6,@articleXiao2019TrainingFF,2019,Training for Faster Adversarial Robustness Verification via Inducing ReLU Stability,"Xiao, K. et al. “Training for Faster Adversarial Robustness Verification via Inducing ReLU Stability.” ArXiv abs/1809.03008 (2019): n. pag.","['K. Xiao ', ' Vincent Tjeng ', ' Nur Muhammad Shafiullah ', ' A. Madry']"
7,@articleDvijotham2018TrainingVL,2018,Training verified learners with learned verifiers,"Dvijotham, Krishnamurthy et al. “Training verified learners with learned verifiers.” ArXiv abs/1805.10265 (2018): n. pag.","['Krishnamurthy Dvijotham ', ' Sven Gowal ', ' Robert Stanforth ', ' R. Ar', ""jelovi\\'c "", "" Brendan O'Donoghue "", ' Jonathan Uesato ', ' Pushmeet Kohli']"
8,@inproceedingsTorkamani2014OnRA,2014,On Robustness and Regularization of Structural Support Vector Machines,"Torkamani, MohamadAli and Daniel Lowd. “On Robustness and Regularization of Structural Support Vector Machines.” ICML (2014).","['MohamadAli Torkamani ', ' Daniel Lowd']"
9,@articleGastaldi2017ShakeShakeR,2017,Shake-Shake regularization,"Gastaldi, Xavier. “Shake-Shake regularization.” ArXiv abs/1705.07485 (2017): n. pag.",['Xavier Gastaldi']
10,@articleUpchurch2017DeepFI,2017,Deep Feature Interpolation for Image Content Changes,"Upchurch, P. et al. “Deep Feature Interpolation for Image Content Changes.” 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2017): 6090-6099.","['P. Upchurch ', ' Jacob R. Gardner ', ' Geoff Pleiss ', ' K. Bala ', ' Robert Pless ', ' Noah Snavely ', ' Kilian Q. Weinberger']"
11,@articleSuwajanakorn2015WhatMT,2015,What Makes Tom Hanks Look Like Tom Hanks,"Suwajanakorn, Supasorn et al. “What Makes Tom Hanks Look Like Tom Hanks.” 2015 IEEE International Conference on Computer Vision (ICCV) (2015): 3952-3960.","['Supasorn Suwajanakorn ', ' S. Seitz ', ' Ira Kemelmacher-Shlizerman']"
12,@articleKemelmacherShlizerman2016TransfiguringP,2016,Transfiguring portraits,"Kemelmacher-Shlizerman, Ira. “Transfiguring portraits.” ACM Trans. Graph. 35 (2016): 94:1-94:8.",['Ira Kemelmacher-Shlizerman']
13,@inproceedingsMa2018SensitiveIO,2018,Sensitive Information of Deep Learning Based Face Anti-spoofing Algorithms,"Ma, Yukun et al. “Sensitive Information of Deep Learning Based Face Anti-spoofing Algorithms.” CCBR (2018).","['Yukun Ma ', ' L. Wu ', ' Meng Jian']"
14,@articleAceto2019MobileET,2019,"Mobile Encrypted Traffic Classification Using Deep Learning: Experimental Evaluation, Lessons Learned, and Challenges","Aceto, Giuseppe et al. “Mobile Encrypted Traffic Classification Using Deep Learning: Experimental Evaluation, Lessons Learned, and Challenges.” IEEE Transactions on Network and Service Management 16 (2019): 445-458.","['Giuseppe Aceto ', ' D. Ciuonzo ', ' Antonio Montieri ', "" A. Pescap\\'e""]"
15,@articleDeng2020AdversarialDT,2020,Adversarial Distributional Training for Robust Deep Learning,"Deng, Z. et al. “Adversarial Distributional Training for Robust Deep Learning.” ArXiv abs/2002.05999 (2020): n. pag.","['Z. Deng ', ' Y. Dong ', ' Tianyu Pang ', ' Hang Su ', ' J. Zhu']"
0,@articleMikolov2013DistributedRO,2013,Distributed Representations of Words and Phrases and their Compositionality,"Mikolov, Tomas et al. “Distributed Representations of Words and Phrases and their Compositionality.” ArXiv abs/1310.4546 (2013): n. pag.","['Tomas Mikolov ', ' Ilya Sutskever ', ' Kai Chen ', ' G. S. Corrado ', ' J. Dean']"
1,@articleBrock2019LargeSG,2019,Large Scale GAN Training for High Fidelity Natural Image Synthesis,"Brock, A. et al. “Large Scale GAN Training for High Fidelity Natural Image Synthesis.” ArXiv abs/1809.11096 (2019): n. pag.","['A. Brock ', ' J. Donahue ', ' K. Simonyan']"
2,@articleZhang2018TheUE,2018,The Unreasonable Effectiveness of Deep Features as a Perceptual Metric,"Zhang, Richard et al. “The Unreasonable Effectiveness of Deep Features as a Perceptual Metric.” 2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition (2018): 586-595.","['Richard Zhang ', ' Phillip Isola ', ' Alexei A. Efros ', ' E. Shechtman ', ' O. Wang']"
3,@articleGatys2016ImageST,2016,Image Style Transfer Using Convolutional Neural Networks,"Gatys, Leon A. et al. “Image Style Transfer Using Convolutional Neural Networks.” 2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2016): 2414-2423.","['Leon A. Gatys ', ' Alex', 'er S. Ecker ', ' M. Bethge']"
4,@articleDinh2017DensityEU,2017,Density estimation using Real NVP,"Dinh, Laurent et al. “Density estimation using Real NVP.” ArXiv abs/1605.08803 (2017): n. pag.","['Laurent Dinh ', ' Jascha Sohl-Dickstein ', ' S. Bengio']"
5,@articleBau2017NetworkDQ,2017,Network Dissection: Quantifying Interpretability of Deep Visual Representations,"Bau, David et al. “Network Dissection: Quantifying Interpretability of Deep Visual Representations.” 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2017): 3319-3327.","['David Bau ', ' B. Zhou ', ' A. Khosla ', ' A. Oliva ', ' A. Torralba']"
6,@articleUlyanov2018DeepIP,2018,Deep Image Prior,"Ulyanov, D. et al. “Deep Image Prior.” 2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition (2018): 9446-9454.","['D. Ulyanov ', ' A. Vedaldi ', ' V. Lempitsky']"
7,@articleDinh2015NICENI,2015,NICE: Non-linear Independent Components Estimation,"Dinh, Laurent et al. “NICE: Non-linear Independent Components Estimation.” CoRR abs/1410.8516 (2015): n. pag.","['Laurent Dinh ', ' David Krueger ', ' Yoshua Bengio']"
8,@articleFong2017InterpretableEO,2017,Interpretable Explanations of Black Boxes by Meaningful Perturbation,"Fong, Ruth C. and A. Vedaldi. “Interpretable Explanations of Black Boxes by Meaningful Perturbation.” 2017 IEEE International Conference on Computer Vision (ICCV) (2017): 3449-3457.","['Ruth C. Fong ', ' A. Vedaldi']"
9,@articleDosovitskiy2016InvertingVR,2016,Inverting Visual Representations with Convolutional Networks,"Dosovitskiy, A. and T. Brox. “Inverting Visual Representations with Convolutional Networks.” 2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2016): 4829-4837.","['A. Dosovitskiy ', ' T. Brox']"
10,@inproceedingsIlyas2019AdversarialEA,2019,"Adversarial Examples Are Not Bugs, They Are Features","Ilyas, Andrew et al. “Adversarial Examples Are Not Bugs, They Are Features.” NeurIPS (2019).","['Andrew Ilyas ', ' Shibani Santurkar ', ' D. Tsipras ', ' L. Engstrom ', ' B. Tran ', ' A. Madry']"
11,@articleZhou2015ObjectDE,2015,Object Detectors Emerge in Deep Scene CNNs,"Zhou, B. et al. “Object Detectors Emerge in Deep Scene CNNs.” CoRR abs/1412.6856 (2015): n. pag.","['B. Zhou ', ' A. Khosla ', ' \\`Agata Lapedriza ', ' A. Oliva ', ' A. Torralba']"
12,@articleSmilkov2017SmoothGradRN,2017,SmoothGrad: removing noise by adding noise,"Smilkov, D. et al. “SmoothGrad: removing noise by adding noise.” ArXiv abs/1706.03825 (2017): n. pag.","['D. Smilkov ', ' Nikhil Thorat ', ' Been Kim ', "" F. Vi\\'egas "", ' M. Wattenberg']"
13,@articleAdebayo2018SanityCF,2018,Sanity Checks for Saliency Maps,"Adebayo, Julius et al. “Sanity Checks for Saliency Maps.” ArXiv abs/1810.03292 (2018): n. pag.","['Julius Adebayo ', ' J. Gilmer ', ' M. Muelly ', ' Ian J. Goodfellow ', ' M. Hardt ', ' Been Kim']"
14,@inproceedingsSundararajan2017AxiomaticAF,2017,Axiomatic Attribution for Deep Networks,"Sundararajan, M. et al. “Axiomatic Attribution for Deep Networks.” ICML (2017).","['M. Sundararajan ', ' Ankur Taly ', ' Qiqi Yan']"
15,@inproceedingsBehrmann2019InvertibleRN,2019,Invertible Residual Networks,"Behrmann, Jens et al. “Invertible Residual Networks.” ICML (2019).","['Jens Behrmann ', ' D. Duvenaud ', ' Jorn-Henrik Jacobsen']"
16,@inproceedingsGhorbani2019InterpretationON,2019,Interpretation of Neural Networks is Fragile,"Ghorbani, A. et al. “Interpretation of Neural Networks is Fragile.” AAAI (2019).","['A. Ghorbani ', ' Abubakar Abid ', ' James Y. Zou']"
17,@articleKindermans2019TheO,2019,The (Un)reliability of saliency methods,"Kindermans, P. et al. “The (Un)reliability of saliency methods.” ArXiv abs/1711.00867 (2019): n. pag.","['P. Kindermans ', ' Sara Hooker ', ' Julius Adebayo ', ' M. Alber ', ' Kristof T. Sch\\""utt ', ' S. D\\""ahne ', ' D. Erhan ', ' Been Kim']"
18,@articleJacobsen2018iRevNetDI,2018,i-RevNet: Deep Invertible Networks,"Jacobsen, J. et al. “i-RevNet: Deep Invertible Networks.” ArXiv abs/1802.07088 (2018): n. pag.","['J. Jacobsen ', ' A. Smeulders ', ' Edouard Oyallon']"
19,@articleJacobsen2019ExcessiveIC,2019,Excessive Invariance Causes Adversarial Vulnerability,"Jacobsen, J. et al. “Excessive Invariance Causes Adversarial Vulnerability.” ArXiv abs/1811.00401 (2019): n. pag.","['J. Jacobsen ', ' Jens Behrmann ', ' R. Zemel ', ' M. Bethge']"
20,@inproceedingsDabkowski2017RealTI,2017,Real Time Image Saliency for Black Box Classifiers,"Dabkowski, P. and Yarin Gal. “Real Time Image Saliency for Black Box Classifiers.” NIPS (2017).","['P. Dabkowski ', ' Yarin Gal']"
21,@articleNie2018ATE,2018,A Theoretical Explanation for Perplexing Behaviors of Backpropagation-based Visualizations,"Nie, Weili et al. “A Theoretical Explanation for Perplexing Behaviors of Backpropagation-based Visualizations.” ArXiv abs/1805.07039 (2018): n. pag.","['Weili Nie ', ' Y. Zhang ', ' A. Patel']"
22,@articleStaubach2018ComprehensiveEA,2018,Comprehensive electrical and thermal analysis of the stress grading system of a large hydro generator,"Staubach, C. et al. “Comprehensive electrical and thermal analysis of the stress grading system of a large hydro generator.” IEEE Electrical Insulation Magazine 34 (2018): 37-49.","['C. Staubach ', ' T. Hildinger ', ' A. Staubach']"
23,@inproceedingsOlah2018TheBB,2018,The Building Blocks of Interpretability,"Olah, Christopher et al. “The Building Blocks of Interpretability.” (2018).","['Christopher Olah ', ' Arvind Satyanarayan ', ' I. Johnson ', ' Shan Carter ', ' L. Schubert ', ' K. Q. Ye ', ' A. Mordvintsev']"
0,@articleJacobsen2019ExploitingEI,2019,Exploiting Excessive Invariance caused by Norm-Bounded Adversarial Robustness,"Jacobsen, J. et al. “Exploiting Excessive Invariance caused by Norm-Bounded Adversarial Robustness.” ArXiv abs/1903.10484 (2019): n. pag.","['J. Jacobsen ', ' Jens Behrmann ', ' Nicholas Carlini ', ' Florian Tram\\`er ', ' Nicolas Papernot']"
1,@articleZhang2019YouOP,2019,You Only Propagate Once: Accelerating Adversarial Training via Maximal Principle,"Zhang, Dinghuai et al. “You Only Propagate Once: Accelerating Adversarial Training via Maximal Principle.” ArXiv abs/1905.00877 (2019): n. pag.","['Dinghuai Zhang ', ' Tianyuan Zhang ', ' Yiping Lu ', ' Zhanxing Zhu ', ' Bin Dong']"
2,@articleChen2018EADEA,2018,EAD: Elastic-Net Attacks to Deep Neural Networks via Adversarial Examples,"Chen, P. et al. “EAD: Elastic-Net Attacks to Deep Neural Networks via Adversarial Examples.” ArXiv abs/1709.04114 (2018): n. pag.","['P. Chen ', ' Yash Sharma ', ' Huan Zhang ', ' Jinfeng Yi ', ' Cho-Jui Hsieh']"
3,@inproceedingsZhang2019YouOP,2019,You Only Propagate Once: Painless Adversarial Training Using Maximal Principle,"Zhang, Dinghuai et al. “You Only Propagate Once: Painless Adversarial Training Using Maximal Principle.” (2019).","['Dinghuai Zhang ', ' Tianyuan Zhang ', ' Yiping Lu ', ' Zhanxing Zhu ', ' Bin Dong']"
4,@articleShafahi2019AreAE,2019,Are adversarial examples inevitable?,"Shafahi, A. et al. “Are adversarial examples inevitable?” ArXiv abs/1809.02104 (2019): n. pag.","['A. Shafahi ', ' W. Huang ', ' Christoph Studer ', ' S. Feizi ', ' T. Goldstein']"
5,@articleDemontis2016OnSA,2016,On Security and Sparsity of Linear Classifiers for Adversarial Settings,"Demontis, A. et al. “On Security and Sparsity of Linear Classifiers for Adversarial Settings.” ArXiv abs/1709.00045 (2016): n. pag.","['A. Demontis ', ' P. Russu ', ' B. Biggio ', ' G. Fumera ', ' F. Roli']"
6,@articleKhoury2018OnTG,2018,On the Geometry of Adversarial Examples,"Khoury, Marc and Dylan Hadfield-Menell. “On the Geometry of Adversarial Examples.” ArXiv abs/1811.00525 (2018): n. pag.","['Marc Khoury ', ' Dylan Hadfield-Menell']"
7,@articleMahloujifar2019TheCO,2019,The Curse of Concentration in Robust Learning: Evasion and Poisoning Attacks from Concentration of Measure,"Mahloujifar, Saeed et al. “The Curse of Concentration in Robust Learning: Evasion and Poisoning Attacks from Concentration of Measure.” ArXiv abs/1809.03063 (2019): n. pag.","['Saeed Mahloujifar ', ' Dimitrios I. Diochnos ', ' Mohammad Mahmoody']"
8,@articleHendrycks2019BenchmarkingNN,2019,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,"Hendrycks, Dan and Thomas G. Dietterich. “Benchmarking Neural Network Robustness to Common Corruptions and Perturbations.” ArXiv abs/1807.01697 (2019): n. pag.","['Dan Hendrycks ', ' Thomas G. Dietterich']"
9,@articleTramr2019AdVersarialPA,2019,AdVersarial: Perceptual Ad Blocking meets Adversarial Machine Learning,"Tramèr, Florian et al. “AdVersarial: Perceptual Ad Blocking meets Adversarial Machine Learning.” Proceedings of the 2019 ACM SIGSAC Conference on Computer and Communications Security (2019): n. pag.","['Florian Tram\\`er ', "" Pascal Dupr\\'e "", ' Gili Rusak ', ' G. Pellegrino ', ' D. Boneh']"
10,@inproceedingsStock2018ConvNetsAI,2018,ConvNets and ImageNet Beyond Accuracy: Understanding Mistakes and Uncovering Biases,"Stock, P. and M. Cissé. “ConvNets and ImageNet Beyond Accuracy: Understanding Mistakes and Uncovering Biases.” ECCV (2018).","['P. Stock ', "" M. Ciss\\'e""]"
11,@articleChen2020HopSkipJumpAttackAQ,2020,HopSkipJumpAttack: A Query-Efficient Decision-Based Attack,"Chen, Jianbo and Michael I. Jordan. “HopSkipJumpAttack: A Query-Efficient Decision-Based Attack.” 2020 IEEE Symposium on Security and Privacy (SP) (2020): 1277-1294.","['Jianbo Chen ', ' Michael I. Jordan']"
12,@articleJo2017MeasuringTT,2017,Measuring the tendency of CNNs to Learn Surface Statistical Regularities,"Jo, Jason and Yoshua Bengio. “Measuring the tendency of CNNs to Learn Surface Statistical Regularities.” ArXiv abs/1711.11561 (2017): n. pag.","['Jason Jo ', ' Yoshua Bengio']"
13,@inproceedingsDuchi2008EfficientPO,2008,Efficient projections onto the l1-ball for learning in high dimensions,"Duchi, John C. et al. “Efficient projections onto the l1-ball for learning in high dimensions.” ICML '08 (2008).","['John C. Duchi ', ' S. Shalev-Shwartz ', ' Y. Singer ', ' Tushar Ch', 'ra']"
14,@articleBerry1941TheAO,1941,The accuracy of the Gaussian approximation to the sum of independent variates,"Berry, A. C.. “The accuracy of the Gaussian approximation to the sum of independent variates.” Transactions of the American Mathematical Society 49 (1941): 122-136.",['A. C. Berry']
15,@inproceedingsPinot2019TheoreticalEF,2019,Theoretical evidence for adversarial robustness through randomization,"Pinot, Rafael et al. “Theoretical evidence for adversarial robustness through randomization.” NeurIPS (2019).","['Rafael Pinot ', ' Laurent Meunier ', "" A. Ara\\'ujo "", ' H. Kashima ', ' F. Yger ', ' C. Gouy-Pailler ', ' J. Atif']"
16,@articleChen2019BoundaryAQ,2019,Boundary Attack++: Query-Efficient Decision-Based Adversarial Attack,"Chen, Jianbo and Michael I. Jordan. “Boundary Attack++: Query-Efficient Decision-Based Adversarial Attack.” ArXiv abs/1904.02144 (2019): n. pag.","['Jianbo Chen ', ' Michael I. Jordan']"
17,@inproceedingsLi2019CertifiedAR,2019,Certified Adversarial Robustness with Additive Noise,"Li, Bai et al. “Certified Adversarial Robustness with Additive Noise.” NeurIPS (2019).","['Bai Li ', ' Changyou Chen ', ' W. Wang ', ' L. Carin']"
18,@inproceedingsCarlini2018PrototypicalEI,2018,"Prototypical Examples in Deep Learning: Metrics, Characteristics, and Utility","Carlini, Nicholas et al. “Prototypical Examples in Deep Learning: Metrics, Characteristics, and Utility.” (2018).","['Nicholas Carlini ', "" \\'Ulfar Erlingsson "", ' Nicolas Papernot']"
0,@articleJordan2019QuantifyingPD,2019,Quantifying Perceptual Distortion of Adversarial Examples,"Jordan, Matt et al. “Quantifying Perceptual Distortion of Adversarial Examples.” ArXiv abs/1902.08265 (2019): n. pag.","['Matt Jordan ', ' N. Manoj ', ' Surbhi Goel ', ' A. Dimakis']"
1,@articleGoyal2017AccurateLM,2017,"Accurate, Large Minibatch SGD: Training ImageNet in 1 Hour","Goyal, Priya et al. “Accurate, Large Minibatch SGD: Training ImageNet in 1 Hour.” ArXiv abs/1706.02677 (2017): n. pag.","['Priya Goyal ', "" P. Doll\\'ar "", ' Ross B. Girshick ', ' P. Noordhuis ', ' L. Wesolowski ', ' Aapo Kyrola ', ' Andrew Tulloch ', ' Y. Jia ', ' Kaiming He']"
2,@articleGade2013LongTermOA,2013,Long-Term Occupancy Analysis Using Graph-Based Optimisation in Thermal Imagery,"Gade, R. et al. “Long-Term Occupancy Analysis Using Graph-Based Optimisation in Thermal Imagery.” 2013 IEEE Conference on Computer Vision and Pattern Recognition (2013): 3698-3705.","['R. Gade ', ' A. J\\orgensen ', ' T. Moeslund']"
3,@articleFrank1956AnAF,1956,An algorithm for quadratic programming,"Frank, M. and P. Wolfe. “An algorithm for quadratic programming.” Naval Research Logistics Quarterly 3 (1956): 95-110.","['M. Frank ', ' P. Wolfe']"
4,@articleDarzentas1983ProblemCA,1983,Problem Complexity and Method Efficiency in Optimization,"Darzentas, J.. “Problem Complexity and Method Efficiency in Optimization.” Journal of the Operational Research Society 35 (1983): 455.",['J. Darzentas']
0,@inproceedingsBillovits2016HittingD,2016,Hitting Depth : Investigating Robustness to Adversarial Examples in Deep Convolutional Neural Networks,"Billovits, Chris. “Hitting Depth : Investigating Robustness to Adversarial Examples in Deep Convolutional Neural Networks.” (2016).",['Chris Billovits']
1,@inproceedingsLi2016PreconditionedSG,2016,Preconditioned Stochastic Gradient Langevin Dynamics for Deep Neural Networks,"Li, C. et al. “Preconditioned Stochastic Gradient Langevin Dynamics for Deep Neural Networks.” AAAI (2016).","['C. Li ', ' C. Chen ', ' David Edwin Carlson ', ' L. Carin']"
2,@inproceedingsWelling2011BayesianLV,2011,Bayesian Learning via Stochastic Gradient Langevin Dynamics,"Welling, M. and Y. Teh. “Bayesian Learning via Stochastic Gradient Langevin Dynamics.” ICML (2011).","['M. Welling ', ' Y. Teh']"
0,@articleCands2006NearOptimalSR,2006,Near-Optimal Signal Recovery From Random Projections: Universal Encoding Strategies?,"Candès, E. and T. Tao. “Near-Optimal Signal Recovery From Random Projections: Universal Encoding Strategies?” IEEE Transactions on Information Theory 52 (2006): 5406-5425.","['E. C', '\\`es ', ' T. Tao']"
1,@inproceedingsPeck2017LowerBO,2017,Lower bounds on the robustness to adversarial perturbations,"Peck, J. et al. “Lower bounds on the robustness to adversarial perturbations.” NIPS (2017).","['J. Peck ', ' J. Roels ', ' B. Goossens ', ' Y. Saeys']"
2,@inproceedingsEhlers2017FormalVO,2017,Formal Verification of Piece-Wise Linear Feed-Forward Neural Networks,"Ehlers, R.. “Formal Verification of Piece-Wise Linear Feed-Forward Neural Networks.” ATVA (2017).",['R. Ehlers']
