,0
2202,Very sparse random projections
2203,"Christopher D. Manning, Prabhakar Raghavan, and Hinrich Sch\""utze: Introduction to information retrieval"
2204,Chronic systemic pesticide exposure reproduces features of Parkinson's disease
2205,Ageing and Parkinson's disease: substantia nigra regional selectivity.
2206,Aggregation of alpha-synuclein in Lewy bodies of sporadic Parkinson's disease and dementia with Lewy bodies.
2207,Exogenous α-Synuclein Fibrils Induce Lewy Body Pathology Leading to Synaptic Dysfunction and Neuron Death
2208,α-Synuclein strains cause distinct synucleinopathies after local and systemic administration
2209,Gut Microbiota Regulate Motor Deficits and Neuroinflammation in a Model of Parkinson’s Disease
2210,MDS clinical diagnostic criteria for Parkinson's disease
2211,Exogenous α-synuclein fibrils seed the formation of Lewy body-like intracellular inclusions in cultured cells
2212,Pathoanatomy of Parkinson’s disease
2213,Multi-organ distribution of phosphorylated α-synuclein histopathology in subjects with Lewy body disorders
2214,Direct evidence of Parkinson pathology spread from the gastrointestinal tract to the brain in rats
2215,A Hydrophobic Stretch of 12 Amino Acid Residues in the Middle of α-Synuclein Is Essential for Filament Assembly*
2216,Parkinson's disease: a dual‐hit hypothesis
2217,Pathological α-synuclein transmission initiated by binding lymphocyte-activation gene 3
2218,Aggregation promoting C-terminal truncation of alpha-synuclein is a normal cellular process and is enhanced by the familial Parkinson's disease-linked mutations.
2219,The Parkinson Progression Marker Initiative (PPMI)
2220,Synthetic filaments assembled from C-terminally truncated alpha-synuclein.
2221,Pathological lesions in colonic biopsies during Parkinson’s disease
2222,Environmental toxins trigger PD-like progression via increased alpha-synuclein release from enteric neurons in mice
2223,"Unified staging system for Lewy body disorders: correlation with nigrostriatal degeneration, cognitive impairment and motor dysfunction"
2224,Calpain-Cleavage of α-Synuclein : Connecting Proteolytic Processing to Disease-Linked Aggregation
2225,Accumulation of α-synuclein in the bowel of patients in the pre-clinical phase of Parkinson’s disease
2226,"The risk of Parkinson's disease with exposure to pesticides, farming, well water, and rural living"
2227,Reducing C-Terminal-Truncated Alpha-Synuclein by Immunotherapy Attenuates Neurodegeneration and Propagation in Parkinson's Disease-Like Models
2228,Mechanisms of Hybrid Oligomer Formation in the Pathogenesis of Combined Alzheimer's and Parkinson's Diseases
2229,The prion hypothesis in Parkinson's disease: Braak to the future
2230,Role of α-Synuclein Carboxy-Terminus on Fibril Formation in Vitro†
2231,External review and validation of the Swedish national inpatient register
2232,Colonic bacterial composition in Parkinson's disease
2233,A strategy for designing inhibitors of α ‐synuclein aggregation and toxicity as a novel treatment for Parkinson's disease and related disorders
2234,Parkinson's disease: the presence of Lewy bodies in Auerbach's and Meissner's plexuses
2235,When does Parkinson disease start?
2236,Caspase-1 causes truncation and aggregation of the Parkinson’s disease-associated protein α-synuclein
2237,Critical appraisal of the use of matrix metalloproteinase inhibitors in cancer treatment
2238,Alpha‐synuclein in the appendiceal mucosa of neurologically intact subjects
2239,Therapeutic approaches to target alpha-synuclein pathology
2240,Caudo-rostral brain spreading of α-synuclein through vagal connections
2241,Vagotomy and subsequent risk of Parkinson's disease
2242,Ultrasensitive human prion detection in cerebrospinal fluid by real-time quaking-induced conversion
2243,Identification of a highly neurotoxic α-synuclein species inducing mitochondrial damage and mitophagy in Parkinson’s disease
2244,A Package for Survival Analysis in S
2245,Changes in the solubility and phosphorylation of α-synuclein over the course of Parkinson’s disease
2246,Characterization of cytoplasmic alpha-synuclein aggregates. Fibril formation is tightly linked to the inclusion-forming process in cells.
2247,A Role for Neuronal Alpha-Synuclein in Gastrointestinal Immunity
2248,A method for the quantitative recovery of protein in dilute solution in the presence of detergents and lipids.
2249,"How does parkinson's disease begin? Perspectives on neuroanatomical pathways, prions, and histology"
2250,The N-terminus of the intrinsically disordered protein α-synuclein triggers membrane binding and helix folding.
2251,Widespread transneuronal propagation of α-synucleinopathy triggered in olfactory bulb mimics prodromal Parkinson’s disease
2252,Does Parkinson's disease start in the gut?
2253,Asparagine endopeptidase cleaves α-synuclein and mediates pathologic activities in Parkinson's disease
2254,Role of Matrix Metalloproteinase 3-mediated α-Synuclein Cleavage in Dopaminergic Cell Death*
2255,Co‐expression of C‐terminal truncated alpha‐synuclein enhances full‐length alpha‐synuclein‐induced pathology
2256,Functional variants in the LRRK2 gene confer shared effects on risk for Crohn’s disease and Parkinson’s disease
2257,Anti–Tumor Necrosis Factor Therapy and Incidence of Parkinson Disease Among Patients With Inflammatory Bowel Disease
2258,Ecogenetics of Parkinson's disease: prevalence and environmental aspects in rural areas.
2259,Laparoscopic Versus Open Appendectomy: Outcomes Comparison Based on a Large Administrative Database
2260,Multicenter Assessment of Immunohistochemical Methods for Pathological Alpha-Synuclein in Sigmoid Colon of Autopsied Parkinson's Disease and Control Subjects.
2261,Distinct pattern of enteric phospho-alpha-synuclein aggregates and gene expression profiles in patients with Parkinson’s disease
2262,In-vivo staging of pathology in REM sleep behaviour disorder: a multimodality imaging case-control study
2263,Quantitative Measurement of Intact Alpha-Synuclein Proteoforms from Post-Mortem Control and Parkinson's Disease Brain Tissue by Intact Protein Mass Spectrometry
2264,Evaluation of alpha-synuclein immunohistochemical methods for the detection of Lewy-type synucleinopathy in gastrointestinal biopsies
2265,The effect of truncation on prion-like properties of α-synuclein
2266,Vagotomy and Parkinson disease
2267,Survival analysis and regression models
2268,Generation of colonic IgA-secreting cells in the caecal patch.
2269,The vermiform appendix: not a useless organ.
2270,Global disease burden of conditions requiring emergency surgery
2271,Laparoscopic Versus Open Appendectomy: the Risk of Postoperative Infectious Complications
2272,A review of the results of laparoscopic versus open appendectomy.
2273,Can D-dimer become a new diagnostic parameter for acute appendicitis?
2274,Coomassie Blue as a Near-infrared Fluorescent Stain: A Systematic Comparison With Sypro Ruby for In-gel Protein Detection*
2275,"A Method for Label-Free, Differential Top-Down Proteomics."
2276,Appendectomy and risk of Parkinson's disease: A nationwide cohort study with more than 10 years of follow‐up
2277,An Introduction to Survival Analysis Using Stata
2278,The Danish National Patient Register
2279,Spotlight on the May 23 issue
2280,Measuring Real-World Accuracies and Biases in Modeling Password Guessability
2281,The Science of Guessing: Analyzing an Anonymized Corpus of 70 Million Passwords
2282,Guess Again (and Again and Again): Measuring Password Strength by Simulating Password-Cracking Algorithms
2283,Password Strength: An Empirical Analysis
2284,Fast dictionary attacks on passwords using time-space tradeoff
2285,Password Cracking Using Probabilistic Context-Free Grammars
2286,Measuring password guessability for an entire university
2287,A Study of Probabilistic Password Models
2288,From Very Weak to Very Strong: Analyzing Password-Strength Meters
2289,Testing metrics for password creation policies by attacking large sets of revealed passwords
2290,On Semantic Patterns of Passwords and their Security Impact
2291,zxcvbn: Low-Budget Password Strength Estimation
2292,Can long passwords be secure and usable?
2293,How Does Your Password Measure Up? The Effect of Strength Meters on Password Creation
2294,Neural Network Techniques for Proactive Password Checking
2295,An Administrator's Guide to Internet Password Research
2296,Telepathwords: Preventing Weak Passwords by Reading Users' Minds
2297,Timing Analysis of Keystrokes and Timing Attacks on SSH
2298,Adaptive Password-Strength Meters from Markov Models
2299,OMEN: Faster Password Guessing Using an Ordered Markov Enumerator
2300,Generating Text with Recurrent Neural Networks
2301,Statistical Metrics for Individual Password Strength (Transcript of Discussion)
2302,Improving system security via proactive password checking
2303,A Spoonful of Sugar?: The Impact of Guidance and Feedback on Password-Creation Behavior
2304,An Empirical Exploration of Recurrent Network Architectures
2305,Compressed bloom filters
2306,The HARPY speech recognition system
2307,"A Deep Neural Network Compression Pipeline: Pruning, Quantization, Huffman Encoding"
2308,Singular value decomposition based low-footprint speaker adaptation and personalization for deep neural network
2309,Modeling the Adversary to Evaluate Password Strength With Limited Samples
2310,Firewalls and internet security - repelling the wily hacker
2311,"E-payments: Go digital, go cashless"
2312,English Models (Morphium + WSJ) for MorphoDiTa
2313,Theano: A CPU and GPU Math Compiler in Python
2314,Technical Brief: Encryption Characteristics of Two USB-based Personal Health Record Devices
2315,Security of Information and Networks
2316,Model compression
2317,A New Distributed Brute-Force Password Cracking Technique
2318,"Best Password Managers For Chrome, Android & iPhone"
2319,Developing the Infrastructure to Support EBP: It Takes a Library
2320,Enhancing the performance and security of Helper Data Systems
2321,The Tech-Savvy CPA: It's a Tech-Focused World. Are You in It?
2322,Getting Started with John the Ripper Assignment
2323,A New Password Cracking Model with Generative Adversarial Networks
2324,Construction of Scholarly n-Gram from Huge Text Data
2325,SPSR-FSPG: A Fast Simulative Password Set Generation Algorithm
2326,Lightweight Protection of User Identity Privacy Based on Zero-knowledge Proof
2327,Password strength estimators trained on the leaked password lists
2328,A New Multimodal Approach for Password Strength Estimation—Part I: Theory and Algorithms
2329,UCI machine learning repository
2330,CASIA Online and Offline Chinese Handwriting Databases
2331,Deeply-Supervised Nets
2332,A stacking model using URL and HTML features for phishing webpage detection
2333,Under review as a conference paper at ICLR 2020 uses the mathematically appealing tensor methods
2334,Cocaine Noodles: Exploiting the Gap between Human and Machine Speech Recognition
2335,Your Voice Assistant is Mine: How to Abuse Speakers to Steal Information and Control Your Phone
2336,Soundcomber: A Stealthy and Context-Aware Sound Trojan for Smartphones
2337,Speaker recognition: a tutorial
2338,Cepstral domain segmental feature vector normalization for noise robust speech recognition
2339,Speech Recognition using MFCC
2340,Adversarial classification: An adversarial risk analysis approach
2341,The Emperor's New Security Indicators
2342,Do security toolbars actually prevent phishing attacks?
2343,Crying Wolf: An Empirical Study of SSL Warning Effectiveness
2344,A11y Attacks: Exploiting Accessibility in Operating Systems
2345,Combining Statistical Parameteric Speech Synthesis and Unit-Selection for Automatic Voice Cloning
2346,An experimental comparison of naive Bayesian and keyword-based anti-spam filtering with personal e-mail messages
2347,Adversarial Machine Learning at Scale
2348,Approaches to adversarial drift
2349,IEMI Threats for Information Security: Remote Command Injection on Modern Smartphones
2350,Design of the CMU sphinx-4 decoder
2351,Support vector machines for spam categorization
2352,"Book Reviews : A Job to Die For: Why So ManyAmericans Are Killed, Injured or Made Ill at Work and What To Do About It. By Lisa Cullen. Monroe, ME: Common Courage Press, 2002. 204 pp. \$17.95 paper"
2353,An Anticipative Crowd Management System Preventing Clogging in Exits During Pedestrian Evacuation Processes
2354,Structured Training for Neural Network Transition-Based Parsing
2355,Efficient Structured Inference for Transition-Based Parsing with Neural Networks and Error States
2356,A Neural Probabilistic Structured-Prediction Model for Transition-Based Dependency Parsing
2357,Recurrent conditional random field for language understanding
2358,Transition-based Neural Constituent Parsing
2359,A Fast and Accurate Dependency Parser using Neural Networks
2360,End-to-end learning of semantic role labeling using recurrent neural networks
2361,Improved Transition-based Parsing by Modeling Characters instead of Words with LSTMs
2362,Improved Transition-Based Parsing and Tagging with Neural Networks
2363,A Transition-Based System for Joint Part-of-Speech Tagging and Labeled Non-Projective Dependency Parsing
2364,Neural CRF Parsing
2365,Finding Function in Form: Compositional Character Models for Open Vocabulary Word Representation
2366,Global training of document processing systems using graph transformer networks
2367,Inducing History Representations for Broad Coverage Statistical Parsing
2368,Grammar as a Foreign Language
2369,Overview of the 2012 Shared Task on Parsing the Web
2370,The CoNLL-2009 Shared Task: Syntactic and Semantic Dependencies in Multiple Languages
2371,Continuous Conditional Neural Fields for Structured Regression
2372,Incremental Parsing with the Perceptron Algorithm
2373,Training Deterministic Parsers with Non-Deterministic Oracles
2374,QuestionBank: Creating a Corpus of Parse-Annotated Questions
2375,Enforcing Structural Diversity in Cube-pruned Dependency Parsing
2376,Generating Typed Dependency Parses from Phrase Structure Parses
2377,Recursive Neural Conditional Random Fields for Aspect-based Sentiment Analysis
2378,Turning on the Turbo: Fast Third-Order Non-Projective Turbo Parsers
2379,Weighted and Probabilistic Context-Free Grammars Are Equally Expressive
2380,Graph transformer networks for image recognition
2381,Statistical Properties of Probabilistic Context-Free Grammars
2382,Relating Probabilistic Grammars and Automata
2383,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data
2384,Sentence Compression by Deletion with LSTMs
2385,Human Fall Detection in Indoor Environments Using Channel State Information of Wi-Fi Signals
2386,Long Short-Term Memory
2387,Inductive Dependency Parsing
2388,No-Regret Reductions for Imitation Learning and Structured Prediction
2389,Distilling Knowledge for Search-based Structured Prediction
2390,The HIT-SCIR System for End-to-End Parsing of Universal Dependencies
2391,Extraction de parametres discriminatifs : application a la reconnaissance de la parole
2392,"Analyse, repr\'esentation et mod\'elisation de la prosodie pour la reconnaissance automatique de la parole"
2393,Decodage lexical pour la reconnaissance de la parole continue : une approche par un reseau de neurones sequentiel
2394,O Reconhecimento de Entidades Nomeadas por meio de Conditional Random Fields para a L\'ingua Portuguesa (Named Entity Recognition with Conditional Random Fields for the Portuguese Language) [in Portuguese]
2395,Tracking natural trails with swarm-based visual saliency
2396,A Trail-Following Robot Which Uses Appearance and Structural Cues
2397,Neural Network Perception for Mobile Robot Guidance
2398,"Appearance contrast for fast, robust trail-following"
2399,Learning monocular reactive UAV control in cluttered natural environments
2400,Learning to Generate Artificial Fovea Trajectories for Target Detection
2401,Implementation of wide-field integration of optic flow for autonomous quadrotor navigation
2402,"Autonomous, Vision-based Flight and Live Dense 3D Mapping with a Quadrotor Micro Aerial Vehicle"
2403,A Curvature-based Scheme for Improving Road Vehicle Guidance by Computer Vision
2404,Learning motor primitives for robotics
2405,The seeing passenger car 'VaMoRs-P'
2406,SVO: Fast semi-direct monocular visual odometry
2407,Computational versus Psychophysical Bottom-Up Image Saliency: A Comparative Evaluation Study
2408,Dynamic Vision for Perception and Control of Motion
2409,Visual control of navigation in insects and its relevance for robotics
2410,Vision-based control of near-obstacle flight
2411,Safety verification of reactive controllers for UAV flight in cluttered environments using barrier certificates
2412,Pattern Recognition and Machine Learning (Information Science and Statistics)
2413,"Starleth: A compliant quadrupedal robot for fast, efficient, and versatile locomotion"
2414,Socially Aware Motion Planning for a Flying Robot with Model Predictive Path Integral Control
2415,Learning to parent from Google? Evaluation of available online health evidence for parents of preterm infants requiring neonatal intensive care
2416,"Supplementary material from ""Mechanistic insights into the effect of humidity on airborne influenza virus survival, transmission and incidence"""
2417,Dissecting Android Malware: Characterization and Evolution
2418,TaintDroid: An Information-Flow Tracking System for Realtime Privacy Monitoring on Smartphones
2419,Robot motion planning
2420,Neural Navigation Approach of an Autonomous Mobile Robot in a Partially Structured Environment
2421,Robot Motion Planning and Control
2422,Model-based learning for mobile robot navigation from the dynamical systems perspective
2423,A neuro-fuzzy controller for mobile robot navigation and multirobot convoying
2424,Low-cost implementation of distance maps for path planning using matrix quadtrees and octrees
2425,Models of Neural Networks I
2426,Primal and dual neural networks for shortest-path routing
2427,Artificial Neural Networks: A Tutorial
2428,Stochastic Backpropagation and Approximate Inference in Deep Generative Models
2429,A note on the evaluation of generative models
2430,EEG Coherence Effects of Audio-Visual Stimulation (AVS) at Dominant and Twice Dominant Alpha Frequency
2431,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks
2432,Noise-contrastive estimation: A new estimation principle for unnormalized statistical models
2433,On distinguishability criteria for estimating generative models
2434,Simple statistical gradient-following algorithms for connectionist reinforcement learning
2435,[Visual illusion of a vertical gradient: A pitched visual environment and a pitched floor].
2436,Towards Principled Unsupervised Learning
2437,Unsupervised Learning of Visual Structure using Predictive Generative Networks
2438,Unsupervised and Semi-supervised Learning with Categorical Generative Adversarial Networks
2439,Glove: Global Vectors for Word Representation
2440,Adversarial Machine Learning at Scale
2441,Predicting the sequence specificities of DNA- and RNA-binding proteins by deep learning
2442,Recognizing Functions in Binaries with Neural Networks
2443,Testing Statistical Hypotheses
2444,A New Method for Mapping Optimization Problems Onto Neural Networks
2445,Detecting adversarial examples via prediction difference for deep neural networks
2446,Directing students to profound open-book test preparation: The relationship between deep learning and open-book test time
2447,Lasagne: First release.
2448,End to End Learning for Self-Driving Cars
2449,Theano: A CPU and GPU Math Compiler in Python
2450,ImageNet classification with deep convolutional neural networks
2451,Man vs. computer: Benchmarking machine learning algorithms for traffic sign recognition
2452,Adversarial classification: An adversarial risk analysis approach
2453,Polymorphic Blending Attacks
2454,Adversarial Machine Learning at Scale
2455,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks
2456,Malicious PDF detection using metadata and structural features
2457,Design of robust classifiers for adversarial environments
2458,A framework for quantitative security analysis of machine learning
2459,Static prediction games for adversarial learning problems
2460,A Pattern Recognition System for Malicious PDF Files Detection
2461,Discriminative Direction for Kernel Classifiers
2462,Learning to classify with missing and corrupted features
2463,FRI0455 Increasing incidence of adult idiopathic inflammatory myopathies: a ten-year uk epidemiological study
2464,Towards Open Set Deep Networks
2465,Unconstrained face verification using deep CNN features
2466,Semi-supervised Convolutional Neural Networks for Text Categorization via Region Embedding
2467,Manifold Regularization: A Geometric Framework for Learning from Labeled and Unlabeled Examples
2468,Semi-supervised Sequence Learning
2469,Supervised and Semi-Supervised Text Categorization using LSTM for Region Embeddings
2470,Character-level Convolutional Networks for Text Classification
2471,Semi-Supervised Classification by Low Density Separation
2472,Auxiliary Deep Generative Models
2473,Seeing Stars: Exploiting Class Relationships for Sentiment Categorization with Respect to Rating Scales
2474,A fast and simple algorithm for training neural probabilistic language models
2475,RCV1: A New Benchmark Collection for Text Categorization Research
2476,Convolutional Neural Networks for Text Categorization: Shallow Word-level vs. Deep Character-level
2477,Analyzing noise in autoencoders and deep networks
2478,Self-Adaptive Hierarchical Sentence Model
2479,Hidden factors and hidden topics: understanding rating dimensions with review text
2480,Large Scale Transductive SVMs
2481,"DBpedia - A large-scale, multilingual knowledge base extracted from Wikipedia"
2482,Distributed Representations of Words and Phrases and their Compositionality
2483,Distributional Smoothing with Virtual Adversarial Training
2484,Learning with Pseudo-Ensembles
2485,Deep Learning via Semi-supervised Embedding
2486,Fast Exact Multiplication by the Hessian
2487,Chainer : a Next-Generation Open Source Framework for Deep Learning
2488,Generalization Bounds for Vicinal Risk Minimization Principle
2489,Lateral Connections in Denoising Autoencoders Support Supervised Learning
2490,Spline models for observational data
2491,Information Theory and an Extension of the Maximum Likelihood Principle
2492,The Elements of Statistical Learning: Springer
2493,Algebraic geometry and statistical learning theory
2494,Penetrating particle ANalyzer (PAN)
2495,Binarized Neural Network with Silicon Nanosheet Synaptic Transistors for Supervised Pattern Classification
2496,Semi-Supervised Pairing via Basis-Sharing Wasserstein Matching Auto-Encoder
2497,An Experimental Comparison of MLP Training Methods
2498,"Artificial Intelligence and Simulation, 13th International Conference on AI, Simulation, and Planning in High Autonomy Systems, AIS 2004, Jeju Island, Korea, October 4-6, 2004, Revised Selected Papers"
2499,Bayesian Semisupervised Learning with Deep Generative Models
2500,Theano: A CPU and GPU Math Compiler in Python
2501,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks
2502,Adversarial Machine Learning at Scale
2503,Adversarial classification: An adversarial risk analysis approach
2504,Pattern Recognition and Machine Learning (Information Science and Statistics)
2505,Convolutional Neural Networks for Sentence Classification
2506,Supervised and Semi-Supervised Text Categorization using One-Hot LSTM for Region Embeddings
2507,Distributed Representations of Sentences and Documents
2508,"Baselines and Bigrams: Simple, Good Sentiment and Topic Classification"
2509,A fast and simple algorithm for training neural probabilistic language models
2510,"High-throughput, high-resolution registration-free generated adversarial network microscopy"
2511,1 Adversarial Perturbations of Deep Neural Networks
2512,Fully convolutional networks for semantic segmentation
2513,Learning a Deep Convolutional Network for Image Super-Resolution
2514,Optimized deep learning algorithms for application with data from PMDcameras
2515,TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems
2516,Race-Ethnic Differences in Factors Associated with Inhaled Steroid Adherence Among Adults with Asthma
2517,Scanning Electron Microscopy and X-Ray Microanalysis
2518,End-To-End Memory Networks
2519,Action-Conditional Video Prediction using Deep Networks in Atari Games
2520,Mise en Place: Unsupervised Interpretation of Instructional Recipes
2521,Tracking the World State with Recurrent Entity Networks
2522,The Goldilocks Principle: Reading Children's Books with Explicit Memory Representations
2523,Modeling Coverage for Neural Machine Translation
2524,Jointly Learning Grounded Task Structures from Language Instruction and Visual Demonstration
2525,Query-Reduction Networks for Question Answering
2526,Key-Value Memory Networks for Directly Reading Documents
2527,Learning a Natural Language Interface with Neural Programmer
2528,Neural Programmer: Inducing Latent Programs with Gradient Descent
2529,Globally Coherent Text Generation with Neural Checklist Models
2530,Reference-Aware Language Models
2531,Dynamic Entity Representations in Neural Language Models
2532,From Pixels to Torques: Policy Learning with Deep Dynamical Models
2533,Physical Causality of Action Verbs in Grounded Language Understanding
2534,Unsupervised learning of event AND-OR grammar and semantics from video
2535,A Machine Learning Approach to Recipe Text Processing
2536,Are Distributional Representations Ready for the Real World? Evaluating Word Vectors for Grounded Perceptual Meaning
2537,Do Supervised Distributional Methods Really Learn Lexical Inference Relations?
2538,Flow Graph Corpus from Recipe Texts
2539,Bilinear Semi-Tensor Product Attention (BSTPA) model for visual question answering
2540,On the hardness of evading combinations of linear classifiers
2541,Adversarial classification: An adversarial risk analysis approach
2542,Differentially Private Projected Histograms: Construction and Use for Prediction
2543,Learning in a Large Function Space: Privacy-Preserving Mechanisms for SVM Learning
2544,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks
2545,Active Learning Literature Survey
2546,Privacy-preserving logistic regression training
2547,Certified Robustness to Adversarial Examples with Differential Privacy
2548,Functional Mechanism: Regression Analysis under Differential Privacy
2549,Scikit-learn: Machine Learning in Python
2550,Adversarial Machine Learning at Scale
2551,Membership privacy: a unifying framework for privacy definitions
2552,Learnability with Respect to Fixed Distributions
2553,Improving generalization with active learning
2554,Learning decision trees using the Fourier spectrum
2555,Queries and concept learning
2556,Extracting Tree-Structured Representations of Trained Networks
2557,Survey and critique of techniques for extracting rules from trained artificial neural networks
2558,Extracting Refined Rules from Knowledge-Based Neural Networks
2559,Selection of Relevant Features and Examples in Machine Learning
2560,Kernel Logistic Regression and the Import Vector Machine
2561,A technique for upper bounding the spectral norm with applications to learning
2562,Exact Learning Boolean Function via the Monotone Theory
2563,Handling Missing Values when Applying Classification Models
2564,Finance in Economic Growth: Eating the Family Cow
2565,Model compression
2566,Male and female morbidity in general practice: the nature of sex differences.
2567,Testing Occam's razor to characterize high-order connectivity in pore networks of granular media: Feature selection in machine learning
2568,A hybrid learning RBF neural network for human face recognition with pseudo Zernike moment invariant
2569,Multimodal Machine Learning: A Survey and Taxonomy
2570,Learning OpenCV - computer vision with the OpenCV library: software that sees
2571,Calibrating Noise to Sensitivity in Private Data Analysis
2572,Privacy Preserving Data Mining
2573,Certified Robustness to Adversarial Examples with Differential Privacy
2574,Privacy-preserving logistic regression training
2575,Privacy-Preserving Naive Bayes Classification Using Fully Homomorphic Encryption
2576,Crypto-Nets: Neural Networks over Encrypted Data
2577,Differentially Private Bayesian Optimization
2578,Membership Privacy in MicroRNA-based Studies
2579,Differentially Private Learning of Structured Discrete Distributions
2580,Privacy-Preserving ECG Classification With Branching Programs and Neural Networks
2581,Resolving Individuals Contributing Trace Amounts of DNA to Highly Complex Mixtures Using High-Density SNP Genotyping Microarrays
2582,"To Drop or Not to Drop: Robustness, Consistency and Differential Privacy Properties of Dropout"
2583,Privacy preserving association rule mining in vertically partitioned data
2584,Genomic privacy and limits of individual detection in a pool
2585,Participatory Cultural Mapping Based on Collective Behavior Data in Location-Based Social Networks
2586,Error Bars Considered Harmful: Exploring Alternate Encodings for Mean and Error
2587,Support vector machines under adversarial label contamination
2588,Learning from untrusted data
2589,Is data clustering in adversarial settings secure?
2590,Casting out Demons: Sanitizing Training Data for Anomaly Sensors
2591,Generative Poisoning Attack Method Against Neural Networks
2592,Data Poisoning Attacks on Factorization-Based Collaborative Filtering
2593,Poisoning Complete-Linkage Hierarchical Clustering
2594,Resilient Linear Classification: An Approach to Deal with Attacks on Training Data
2595,Curie: A method for protecting SVM Classifier from Poisoning Attack
2596,Robust Estimators in High-Dimensions Without the Computational Intractability
2597,On the Practicality of Integrity Attacks on Document-Level Sentiment Analysis
2598,Robust Regression via Hard Thresholding
2599,The power of localization for efficiently learning linear separators with noise
2600,Modeling Adversarial Learning as Nested Stackelberg Games
2601,The Security of Latent Dirichlet Allocation
2602,Learning Halfspaces with Malicious Noise
2603,Spam Filtering with Naive Bayes - Which Naive Bayes?
2604,Robust High Dimensional Sparse Regression and Matching Pursuit
2605,Diagnosing network-wide traffic anomalies
2606,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization"
2607,How Much Spam Can You Take? An Analysis of Crowdsourcing Results to Increase Accuracy
2608,Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction
2609,Exact Recoverability From Dense Corrupted Observations via \$\ell _\1\\$-Minimization
2610,The Statistics of Streaming Sparse Regression
2611,Online Learning and Online Convex Optimization
2612,Dual Averaging Methods for Regularized Stochastic Learning and Online Optimization
2613,Practical Bilevel Optimization: Algorithms and Applications
2614,Robust Lasso With Missing and Grossly Corrupted Observations
2615,Computers and Intractability: A Guide to the Theory of NP-Completeness
2616,Fast Probabilistic Algorithms for Hamiltonian Circuits and Matchings
2617,Chervonenkis: On the uniform convergence of relative frequencies of events to their probabilities
2618,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks
2619,Adversarial classification: An adversarial risk analysis approach
2620,Adversarial Machine Learning at Scale
2621,Regularization Paths for Generalized Linear Models via Coordinate Descent.
2622,Looking at the bag is not enough to find the bomb: an evasion of structural methods for malicious PDF files detection
2623,A comparison of event models for naive bayes text classification
2624,Honeypots: Tracking Hackers
2625,Ridge regression: biased estimation for nonorthogonal problems
2626,Conditional Likelihood Maximisation: A Unifying Framework for Information Theoretic Feature Selection
2627,Sparse Approximate Solutions to Linear Systems
2628,A stability index for feature selection
2629,Incremental and Decremental Support Vector Machine Learning
2630,Machine Learning Methods for Computer Security (Dagstuhl Perspectives Workshop 12371)
2631,A statistical approach to the spam problem
2632,Averaged dependence estimators for DoS attack detection in IoT networks
2633,Mitigation of SQL Injection Risks Through Web Application Frameworks
2634,Adversarial learning
2635,Machine Learning Methods for Computer Security (Dagstuhl Perspectives Workshop 12371)
2636,C4.5: Programs for Machine Learning
2637,Some methods for classification and analysis of multivariate observations
2638,The WEKA data mining software: an update
2639,Text Categorization with Support Vector Machines: Learning with Many Relevant Features
2640,"Fast training of support vector machines using sequential minimal optimization, advances in kernel methods"
2641,Privacy Preserving Data Mining
2642,A survey of techniques for internet traffic classification using machine learning
2643,A new intrusion detection system using support vector machines and hierarchical clustering
2644,Machine Learning and Its Applications to Biology
2645,Hidden Markov Models for Speech Recognition
2646,Practical privacy: the SuLQ framework
2647,Support Vector Machines for TCP traffic classification
2648,Bayesian Neural Networks for Internet Traffic Classification
2649,Offline/realtime traffic classification using semi-supervised learning
2650,Privacy-preserving logistic regression training
2651,Improve Computer-Aided Diagnosis With Machine Learning Techniques Using Undiagnosed Samples
2652,State-of-the-art in privacy preserving data mining
2653,Secure Multiparty Computation for Privacy-Preserving Data Mining
2654,"Speech and language processing - an introduction to natural language processing, computational linguistics, and speech recognition"
2655,Robust Anomaly Detection Using Support Vector Machines
2656,Practical Multilinear Maps over the Integers
2657,Candidate Multilinear Maps from Ideal Lattices
2658,Decision Tree-Based Online Voltage Security Assessment Using PMU Measurements
2659,SubFlow: Towards practical flow-level traffic classification
2660,No NAT'd User Left Behind: Fingerprinting Users behind NAT from NetFlow Records Alone
2661,Prentice Hall Series in Artificial Intelligence
2662,Real Time Identification of SSH Encrypted Application Flows by Using Cluster Analysis Techniques
2663,Packet classification in large ISPs: design and evaluation of decision tree classifiers
2664,A review of large-vocabulary continuous-speech recognition
2665,Cisco Systems NetFlow Services Export Version 9
2666,Julius - an open source real-time large vocabulary recognition engine
2667,Large-vocabulary speaker-independent continuous speech recognition using HMM
2668,The viterbi algorithm applied to digital data transmission
2669,Prediction in Financial Markets: The Case for Small Disjuncts
2670,Linear regression versus back propagation networks to predict quarterly stock market excess returns
2671,Morphological classification of medical images using nonlinear support vector machines
