,0
1690,People detection and tracking from aerial thermal views
1691,Dense Semi-rigid Scene Flow Estimation from RGBD Images
1692,Motion Competition: A Variational Approach to Piecewise Parametric Motion Segmentation
1693,Joint motion estimation and segmentation of complex scenes with label costs and occlusion modeling
1694,Iterative Thresholding for Sparse Approximations
1695,Analyzing spatially-varying blur
1696,Realtime and Robust Hand Tracking from Depth
1697,Interactive Markerless Articulated Hand Motion Tracking Using RGB and Depth Data
1698,Robust Global Translations with 1DSfM
1699,"Sparse Subspace Clustering: Algorithm, Theory, and Applications."
1700,Learning Must-Link Constraints for Video Segmentation Based on Spectral Clustering
1701,Weighted low rank approximations with provable guarantees
1702,What do eyes reveal about the mind?: Algorithmic inference of search targets from fixations
1703,Discrete-continuous optimization for large-scale structure from motion
1704,Outdoor stereo camera system for the generation of real-world benchmark data sets
1705,ForWaRD: Fourier-wavelet regularized deconvolution for ill-conditioned systems
1706,Fast maximum margin matrix factorization for collaborative prediction
1707,Efficient model-based 3D tracking of hand articulations using Kinect
1708,Simultaneous linear estimation of multiple view geometry and lens distortion
1709,SMILE: A Similarity-Based Approach for Multiple Instance Learning
1710,Efficient  \$l_\1\\$ -Norm-Based Low-Rank Matrix Approximations for Large-Scale Problems Using Alternating Rectified Gradient Method
1711,Closed-form solution of absolute orientation using unit quaternions
1712,Coupled quasi‐harmonic bases
1713,Self-weighted Multiview Clustering with Multiple Graphs
1714,Lines and Points in Three Views and the Trifocal Tensor
1715,Sparse Modeling of Intrinsic Correspondences
1716,Minimal Solutions for Panoramic Stitching with Radial Distortion
1717,Eye can read your mind: decoding gaze fixations to reveal categorical search targets.
1718,"An iterative integrated framework for thermal-visible image registration, sensor fusion, and people tracking for video surveillance applications"
1719,A Kernel Method for the Two-Sample-Problem
1720,Convex Clustering with Exemplar-Based Models
1721,MAP Estimation of Semi-Metric MRFs via Hierarchical Graph Cuts
1722,Projective reconstruction from line correspondences
1723,Fast and robust numerical solutions to minimal problems for cameras with radial distortion
1724,Structure from motion using line correspondences
1725,"On Two-Dimensional Sparse Matrix Partitioning: Models, Methods, and a Recipe"
1726,"Motion and Structure from Line Correspondences; Closed-Form Solution, Uniqueness, and Optimization"
1727,Mining data with random forests: A survey and results of new tests
1728,MDL-Based Decision Tree Pruning
1729,"Eye, brain, and vision"
1730,Scaling up matrix computations on shared-memory manycore systems with 1000 CPU cores
1731,Acceleration of stochastic approximation by averaging
1732,Block Variable Selection in Multivariate Regression and High-dimensional Causal Inference
1733,An Indigenous Methodology for Coming to Know Milo Pimatisiwin as Land-Based Initiatives for Indigenous Youth
1734,UCF101: A Dataset of 101 Human Actions Classes From Videos in The Wild
1735,Blended intrinsic maps
1736,Efficient hierarchical graph-based video segmentation
1737,Fast Algorithms for Mining Association Rules in Large Databases
1738,Optimization Algorithms on Matrix Manifolds
1739,Random Forests machine learning applied to gas chromatography - Mass spectrometry derived average mass spectrum data sets for classification and characterisation of essential oils.
1740,Support Vector Machines for Multiple-Instance Learning
1741,Unsupervised Discovery of Mid-Level Discriminative Patches
1742,ReVACNN: Real-Time Visual Analytics for Convolutional Neural Network
1743,Learning Unambiguous Reduced Sequence Descriptions
1744,Learning Sequential Structure with the Real-Time Recurrent Learning Algorithm
1745,A Local Learning Algorithm for Dynamic Feedforward and Recurrent Networks
1746,Continuous history compression
1747,Generalization of backpropagation with application to a recurrent gas market model
1748,Credit Assignment through Time: Alternatives to Backpropagation
1749,Learning Sequential Tasks by Incrementally Adding Higher Orders
1750,An Efficient Gradient-Based Algorithm for On-Line Training of Recurrent Network Trajectories
1751,Language Induction by Phase Transition in Dynamical Recognizers
1752,Adaptive neural oscillator using continuous-time back-propagation learning
1753,The Recurrent Cascade-Correlation Architecture
1754,Contrastive Learning and Neural Oscillations
1755,A focused back - propagation algorithm for temporal sequence recognition
1756,Bifurcations in the learning of recurrent neural networks
1757,Deterministic chaotic finite-state automata
1758,A learning rule for asynchronous perceptrons with feedback in a combinatorial environment
1759,A time delay neural network architecture for speech recognition
1760,Faster training of very deep networks via p-norm gates
1761,Generalization of back-propagation to recurrent neural networks.
1762,MapReduce: simplified data processing on large clusters
1763,Hogwild: A Lock-Free Approach to Parallelizing Stochastic Gradient Descent
1764,Parallelized Stochastic Gradient Descent
1765,Distributed GraphLab : A Framework for Machine Learning and Data Mining in the Cloud
1766,Distributed delayed stochastic optimization
1767,Distributed Training Strategies for the Structured Perceptron
1768,A reliable effective terascale linear learning system
1769,Efficient Large-Scale Distributed Training of Conditional Maximum Entropy Models
1770,Stochastic Gradient Learning in Neural Networks
1771,A scalable modular convex solver for regularized risk minimization
1772,Slow Learners are Fast
1773,Nested Subtree Hash Kernels for Large-Scale Graph Classification over Streams
1774,Deep Generative Stochastic Networks Trainable by Backprop
1775,Improving Importance Weighted Auto-Encoders with Annealed Importance Sampling
1776,Deep Boltzmann Machines and the Centering Trick
1777,"Empirical Risk Minimization of Graphical Model Parameters Given Approximate Inference, Decoding, and Model Structure"
1778,"Dependency Networks for Inference, Collaborative Filtering, and Data Visualization"
1779,Scaling Up Spike-and-Slab Models for Unsupervised Feature Learning
1780,Layer-wise learning of deep generative models
1781,Training energy-based models for time-series imputation
1782,On the convergence of markovian stochastic algorithms with rapidly decreasing ergodicity rates
1783,Conditional Expectation and Unbiased Sequential Estimation
1784,Learning Feature Hierarchies with Centered Deep Boltzmann Machines
1785,Linear Statistical Inference and Its Applications.
1786,Unbiased estimates for linear regression via volume sampling
1787,Two papers on EXTREMAL PROBLEMS IN COMPLEX ANALYSIS (American Mathematical Society Translations (2) 129)
1788,Python for Scientific Computing
1789,Algorithm 679: A set of level 3 basic linear algebra subprograms: model implementation and test programs
1790,Adaptive Algorithms and Stochastic Approximations
1791,A search for good multiple recursive random number generators
1792,Why Modern CPUs Are Starving and What Can Be Done about It
1793,Online Algorithms and Stochastic Approximations
1794,7 Acknowledgements
1795,Fast Python: NumPy and Cython
1796,"LAPACK Users' Guide, 3rd ed."
1797,A short course about fitting models with the `scipy.optimize` module
1798,Optlang: An algebraic modeling language for mathematical optimization
1799,Computing the coefficients for the power series solution of the Lane-Emden equation with the Python library SymPy
1800,????????????????? ??????????? ????????????????-2 ? ??????????? ??? TORCH-???????? ?? ????????? ??????? ? ?????? ???????? 5-6 ??????
1801,Deeply-Supervised Nets
1802,Deep Residual Learning for Image Recognition Supplementary Materials
1803,FitNets: Hints for Thin Deep Nets
1804,Convolutional neural networks at constrained time cost
1805,Deep Learning Made Easier by Linear Transformations in Perceptrons
1806,Object Detection Networks on Convolutional Feature Maps
1807,Training Very Deep Networks
1808,"Coupling Coordination Relationships between Urban-industrial Land Use Efficiency and Accessibility of Highway Networks: Evidence from Beijing-Tianjin-Hebei Urban Agglomeration, China"
1809,The devil is in the details: an evaluation of recent feature encoding methods
1810,Exact solutions to the nonlinear dynamics of learning in deep linear neural networks
1811,On the Number of Linear Regions of Deep Neural Networks
1812,Object Detection via a Multi-region and Semantic Segmentation-Aware CNN Model
1813,Aggregating Local Image Descriptors into Compact Codes
1814,Accelerated Gradient Descent by Factor-Centering Decomposition
1815,Centering Neural Network Gradient Factors
1816,Pushing Stochastic Gradient towards Second-Order Methods -- Backpropagation Learning with Transformations in Nonlinearities
1817,Product Quantization for Nearest Neighbor Search
1818,Vlfeat: an open and portable library of computer vision algorithms
1819,Pattern Recognition and Neural Networks
1820,Locally adapted hierarchical basis preconditioning
1821,Fast Surface Interpolation Using Hierarchical Basis Functions
1822,A multigrid tutorial
1823,A multigrid approach to visual cortex mapping
1824,"A multigrid tutorial, Second Edition"
1825,Parameterized Analysis of Immediate Observation Petri Nets
1826,Modern Applied Statistics with S-Plus
1827,Non-Asymptotic Analysis of Stochastic Approximation Algorithms for Machine Learning
1828,Fast large-scale optimization by unifying stochastic gradient and quasi-Newton methods
1829,Revisiting Natural Gradient for Deep Networks
1830,Identifying and attacking the saddle point problem in high-dimensional non-convex optimization
1831,Natural Gradient Works Efficiently in Learning
1832,ADADELTA: An Adaptive Learning Rate Method
1833,No more pesky learning rates
1834,On the momentum term in gradient descent learning algorithms
1835,A fast natural Newton method
1836,An overview of gradient descent optimization algorithms
1837,Learning Word Vectors for Sentiment Analysis
1838,Recent advances in deep learning for speech research at Microsoft
1839,Generating Sequences With Recurrent Neural Networks
1840,Temporal Models for Predicting Student Dropout in Massive Open Online Courses
1841,Efficient Estimations from a Slowly Convergent Robbins-Monro Process
1842,Parallel training of Deep Neural Networks with Natural Gradient and Parameter Averaging
1843,Mean-normalized stochastic gradient for large-scale deep learning
1844,Natural Neural Networks
1845,Knowledge Matters: Importance of Prior Information for Optimization
1846,On the difficulty of training recurrent neural networks
1847,A Literature Survey on Domain Adaptation of Statistical Classifiers
1848,Deep Image: Scaling up Image Recognition
1849,A Convergence Analysis of Log-Linear Training
1850,Independent component analysis: algorithms and applications
1851,Critical Points of the Singular Value Decomposition
1852,PixelBNN: Augmenting the PixelCNN with batch normalization and the presentation of a fast architecture for retinal vessel segmentation
1853,Neural Architecture Search: A Survey
1854,Applicability of Recurrent Neural Networks to Player Data Analysis in Freemium Video Games
1855,Distortion Invariant Object Recognition in the Dynamic Link Architecture
1856,Face recognition: a convolutional neural-network approach
1857,Phoneme recognition using time-delay neural networks
1858,Training support vector machines: an application to face detection
1859,"Handwritten Digit Recognition Using K Nearest-Neighbor, Radial-Basis Function, and Backpropagation Neural Networks"
1860,Comparing different neural network architectures for classifying handwritten digits
1861,Solving Multiclass Learning Problems via Error-Correcting Output Codes
1862,"Probabilistic Interpretation of Feedforward Classification Network Outputs, with Relationships to Statistical Pattern Recognition"
1863,Off Line Recognition of Handwritten Postal Words Using Neural Networks
1864,Multi-Digit Recognition Using a Space Displacement Neural Network
1865,Neural networks for speech and sequence recognition
1866,Comparison of learning algorithms for handwritten digit recognition
1867,Discriminative learning for minimum error classification [pattern recognition]
1868,A system for the off-line recognition of handwritten text
1869,"Signature Verification Using A ""Siamese"" Time Delay Neural Network"
1870,Heterogeneous-Neighborhood-based Multi-Task Local Learning Algorithms
1871,Discriminative utterance verification for connected digits recognition
1872,Input-output HMMs for sequence processing
1873,Reading handwritten digits: a ZIP code recognition system
1874,Speaker-independent word recognition using dynamic programming neural networks
1875,The State of the Art in Online Handwriting Recognition
1876,Connectionist Viterbi training: a new hybrid method for continuous speech recognition
1877,Recognition-Based Segmentation of On-Line Hand-Printed Words
1878,Centered-Object Integrated Segmentation and Recognition of Overlapping Handprinted Characters
1879,Learning Process in an Asymmetric Threshold Network
1880,A Theory of Adaptive Pattern Classifiers
1881,High-performance reading machines
1882,Discriminative feature and model design for automatic speech recognition
1883,Image Segmentation and Recognition
1884,An analog neural network processor with programmable topology
1885,Combining TDNN and HMM in a hybrid system for improved continuous-speech recognition
1886,Alpha-nets: A recurrent 'neural' network architecture with a hidden Markov model interpretation
1887,First- and Second-Order Methods for Learning: Between Steepest Descent and Newton's Method
1888,A Rational Design for a Weighted Finite-State Transducer Library
1889,Combining hidden Markov model and neural network classifiers
1890,Pattern classification and scene analysis
1891,Efficient Training of Feed-Forward Neural Networks
1892,Efficient Parallel Learning Algorithms for Neural Networks
1893,Numerical Recipes in C: The Art of Sci-entific Computing
1894,Speech Recognition by Composition of Weighted Finite Automata
1895,Application of the ANNA neural network chip to high-speed character recognition
1896,Word normalization for on-line handwritten word recognition
1897,Speech recognition with continuous-parameter hidden Markov models
1898,Transthyretin Amyloid Cardiomyopathy: JACC State-of-the-Art Review.
1899,Finite-State Transducers in Language and Speech Processing
1900,Statistical mechanics of learning from examples.
1901,Word normalization for online handwritten word recognition
1902,A Multifont Word Recognition System for Postal Address Reading
1903,Cursive script recognition applied to the processing of bank cheques
1904,A Convolutional Neural Network Hand Tracker
1905,Multi-State Time Delay Neural Networks for Continuous Speech Recognition
1906,An EM Algorithm for Asynchronous Input/Output Hidden Markov Models
1907,Multiresolution neural networks for omnifont character recognition
1908,A Tutorial on Hidden Markov Models and Selected Applications
1909,Error bounds for convolutional codes and an asymptotically optimum decoding algorithm
1910,Multi-State Time Delay Networks for Continuous Speech Recognition
1911,Weighted Rational Transductions and their Application to Human Language Processing
1912,Perception of multiple objects - a connectionist approach
1913,Numerical Recipes: The Art of Scientific Computing
1914,Learning Curves: Asymptotic Values and Rate of Convergence
1915,Postal Address Block Location Using a Convolutional Locator Network
1916,Neural Network - Gaussian Mixture Hybrid for Speech Recognition or Density Estimation
1917,Measuring the VC-Dimension of a Learning Machine
1918,Fast neural net simulation with a DSP processor array
1919,An Input Output HMM Architecture
1920,Eigenvalues of covariance matrices: Application to neural-network learning.
1921,Automatic processing of information on cheques
1922,A Framework for the Cooperation of Learning Algorithms
1923,Dynamics of On-Line Gradient Descent Learning for Multilayer Neural Networks
1924,Recognition of cursive script amounts on postal cheques
1925,Une Approche th'eorique de l''Apprentissage Connexionniste: Applications `a la Reconnaissance de la
1926,Overview and Synthesis
1927,The Nature of Statistical Learning Theory; Springer: New York
1928,Generalization and network design strategies
1929,Pattern Classi cation and Scene Analysis
1930,A Theoretical Framework for Back-Propagation
1931,A connectionist recognizer for on-line cursive handwriting recognition
1932,A Learning Algorithm for Continually Running Fully Recurrent Neural Networks
1933,A system for Indian postal automation
1934,"Disruption of Protein Mannosylation Affects Candida guilliermondii Cell Wall, Immune Sensing, and Virulence"
1935,Applied Optimal Control
1936,Curriculum d'apprentissage : reconnaissance d'entit\'es nomm\'ees pour l'extraction de concepts s\'emantiques (Curriculum learning : named entity recognition for semantic concept extraction)
1937,"Richard Shusterman (with Yann Toma), The Adventures of the Man in Gold / Les aventures de l’Homme en Or (Bilingual Edition: English / French). Paris, Hermann, 2017, 128 pages, 40 illustrations"
1938,Cognition: A self-organizing multilayered neu-ral network
1939,Combining hidden Markov models for comparing the dynamics of multiple sleep electroencephalograms.
1940,Connectionist architectural learning for high performance character and speech recognition
1941,Connectionist speech recognition with a global MMI algorithm
1942,Construction of quadratic polynomial classifiers
1943,Extremal eigenvalues of sample covariance matrices with general population
1944,Handwritten Digit Recognition: Applications of Neural Net Chips and Automatic Learning
1945,Handwritten digit recognition: applications of neural network chips and automatic learning
1946,"Applied Optimal Control: Optimization, Estimation, and Control"
1947,Modeling moisture fluxes using artificial neural networks: can information extraction overcome data loss?
1948,Improving Performance in Neural Networks Using a Boosting Algorithm
1949,Improving the convergence properties of the moving-mesh code AREPO
1950,Improving the convergence of back-propagation learning with second-order methods
1951,Advances in Neural Information Processing Systems-6
1952,Integrated Segmentation and Interpolation of Sparse Data
1953,Learning in random nets
1954,Learning processes in an asymmetric threshold network
1955,COMPARISON AND COOPERATION OF SEVERAL CLASSIFIERS
1956,Maximum mutual information of hidden Markov model pa-rameters for speech recognition
1957,"Machine Learning-Augmented Propensity Score-Adjusted Multilevel Mixed Effects Panel Analysis of Hands-On Cooking and Nutrition Education versus Traditional Curriculum for Medical Students as Preventive Cardiology: Multisite Cohort Study of 3,248 Trainees over 5 Years"
1958,PhD thesis: Modeles connexionnistes de l'apprentissage (connectionist learning models)
1959,Neural Classifiers Useful for Speech Recognition
1960,"Computer Vision, Accv'98: Third Asian Conference on Computer Vision, Hong Kong, China, January 8-10, 1998 : Proceedings"
1961,Speech recognition system robustness to microphone variations
1962,Performance monitoring for automatic speech recognition in noisy multi-channel environments
1963,OVERVIEW AND SYNTHESIS OF ON-LINE CURSIVE HANDWRITING RECOGNITION TECHNIQUES
1964,On-line handwriting recognition with neural networks: Spatial representation versus temporal representation
1965,Reading checks with graph transformer networks
1966,Automatic Inspection of Aeronautical Mechanical Assemblies by Matching the 3D CAD Model and Real 2D Images
1967,The strength of weak learnability
1968,AC 2012-4331: AN INVERTED TEACHING MODEL FOR A MECHAN- ICS OF MATERIALS COURSE
1969,Statistical pattern recognition with neural networks: benchmarking studies
1970,The State of the Art in On-Line Handwriting Recognition
1971,Time-delay neural networks embedding time alignment: a performance analysis
1972,Sequential Minimal Optimization : A Fast Algorithm for Training Support Vector Machines
1973,Genetic based feed-forward neural network training for chaff cluster detection
1974,"Construction rapide, performante et mutualis\'ee de syst\`emes de reconnaissance et de synth\`ese de la parole pour de nouvelles langues. (Rapid, efficient and joint construction of speech recognition and synthesis systems for new languages)"
1975,Local Learning Algorithms
1976,Weighted determinization and minimization for large vocabulary speech recognition
1977,Reinforcement learning for robots using neural networks
1978,Deep auto-encoder neural networks in reinforcement learning
1979,Reinforcement learning can account for associative and perceptual learning on a visual decision task
1980,An adaptive decision-making method with fuzzy Bayesian reinforcement learning for robot soccer
1981,An object-oriented representation for efficient reinforcement learning
1982,A Neural Substrate of Prediction and Reward
1983,Neural Fitted Q Iteration - First Experiences with a Data Efficient Neural Reinforcement Learning Method
1984,Animal Intelligence; Experimental Studies
1985,Why there are complementary learning systems in the hippocampus and neocortex: insights from the successes and failures of connectionist models of learning and memory.
1986,Technical Note: Q-Learning
1987,Visual categorization shapes feature selectivity in the primate temporal cortex
1988,Investigating Contingency Awareness Using Atari 2600 Games
1989,Prioritized Sweeping: Reinforcement Learning with Less Data and Less Time
1990,Biasing the content of hippocampal replay during sleep
1991,Planning and Acting in Partially Observable Stochastic Domains
1992,Play it again: reactivation of waking experience and memory
1993,Object recognition with features inspired by visual cortex
1994,Temporal difference learning and TD-Gammon
1995,Analysis of Temporal-Diffference Learning with Function Approximation
1996,Shape and arrangement of columns in cat's striate cortex
1997,Universal Intelligence: A Definition of Machine Intelligence
1998,General Game Playing: Overview of the AAAI Competition
1999,"A general reinforcement learning algorithm that masters chess, shogi, and Go through self-play"
2000,Move Evaluation in Go Using Deep Convolutional Neural Networks
2001,Temporal Difference Learning of Position Evaluation in the Game of Go
2002,Temporal-difference search in computer Go
2003,Bayesian pattern ranking for move prediction in the game of Go
2004,The grand challenge of computer Go: Monte Carlo tree search and extensions
2005,Bootstrapping from Game Tree Search
2006,"TD-Gammon, a Self-Teaching Backgammon Program, Achieves Master-Level Play"
2007,"Computing ""Elo Ratings"" of Move Patterns in the Game of Go"
2008,Learning to Play Chess Using Temporal Differences
2009,The games computers (and people) play
2010,On-line Policy Improvement using Monte-Carlo Search
2011,The Power of Forgetting: Improving the Last-Good-Reply Policy in Monte Carlo Go
2012,Balancing MCTS by Dynamically Adjusting the Komi Value
2013,Games solved: Now and in the future
2014,A Survey of Monte Carlo Tree Search Methods
2015,Active Opening Book Application for Monte-Carlo Tree Search in 19×19 Go
2016,Monte Carlo Tree Search with heuristic evaluations using implicit minimax backups
2017,Markov Games as a Framework for Multi-Agent Reinforcement Learning
2018,Monte-Carlo tree search and rapid action value estimation in computer Go
2019,Fuego—An Open-Source Framework for Board Games and Go Engine Based on Monte Carlo Tree Search
2020,"Honte, a go-playing program using neural nets"
2021,Monte-Carlo simulation balancing revisited
2022,Monte-Carlo Simulation Balancing in Practice
2023,Policy Gradient Methods for Reinforcement Learning with Function Approximation
2024,Temporal Difference Learning Applied to a High-Performance Game-Playing Program
2025,Time Management for Monte-Carlo Tree Search Applied to the Game of Go
2026,Combining online and offline knowledge in UCT
2027,Narrowband deep-blue organic light-emitting diode featuring an organoboron-based emitter
2028,PACHI: State of the Art Open Source Go Program
2029,Evaluation in Go by a Neural Network using Soft Segmentation
2030,Monte-Carlo Go Developments
2031,Efficient Selectivity and Backup Operators in Monte-Carlo Tree Search
2032,Modiﬁcation of UCT with Patterns in Monte-Carlo Go
2033,Learning to Predict by the Methods of Temporal Differences
2034,Some studies in machine learning using the game of checkers. II: recent progress
2035,Investigating the Limits of Monte-Carlo Tree Search Methods in Computer Go
2036,Multi-armed bandits with episode context
2037,Lessons Learned from AlphaGo
2038,Where does AlphaGo go: from church-turing thesis to AlphaGo thesis and beyond
2039,Bandit Based Monte-Carlo Planning
2040,A World Championship Caliber Checkers Program
2041,From Simple Features to Sophisticated Evaluation Functions
2042,Computational Intelligence in Mind Games
2043,A Lock-Free Multithreaded Monte-Carlo Tree Search Algorithm
2044,On the Scalability of Parallel UCT
2045,An Analysis of Alpha-Beta Pruning
2046,World-championship-caliber Scrabble
2047,Residual Networks for Computer Go
2048,Explanation in Artificial Intelligence: Insights from the Social Sciences
2049,"5分で分かる! ? 有名論文ナナメ読み：Silver, D. et al. : Mastering the Game of Go without Human Knowledge"
2050,All systems go: An ecological perspective of behavioral health for youth with type 1 diabetes.
2051,"AlphaGo, Deep Learning, and the Future of the Human Microscopist."
2052,An Introduction to Ocean Turbulence
2053,From Artificial Intelligence and Databases to Cognitive Computing: Past and Future Computer Engineering Research at UNIVPM
2054,"Assessment of the Utilization of the Internet for Reproductive Health Education Among Female Adolescent, Jeddah, Saudi Arabia"
2055,Faculty Opinions recommendation of Mastering the game of Go with deep neural networks and tree search.
2056,Mimicking Go Experts with Convolutional Neural Networks
2057,Efficient Reinforcement Learning with a Thought-Game for StarCraft
2058,Searching for solutions in games and artificial intelligence
2059,Adaptive Mixtures of Local Experts
2060,Learning small-size DNN with output-distribution-based criteria
2061,C OMPRESSION BASED BOUND FOR NON-COMPRESSED NETWORK : UNIFIED GENERALIZATION ERROR ANALYSIS OF LARGE COMPRESSIBLE DEEP NEURAL NETWORK
2062,Deep Neural Networks for Acoustic Modeling in Speech Recognition: The Shared Views of Four Research Groups
2063,A vision-based method for crack detection in gusset plate welded joints of steel bridges using deep convolutional neural networks
2064,Very Deep Convolutional Networks for Large-Scale Image Recognition
2065,Large Scale Distributed Deep Networks
2066,Bidirectional recurrent neural networks
2067,Connectionist temporal classification: labelling unsegmented sequence data with recurrent neural networks
2068,Deep Neural Networks for Acoustic Modeling in Speech Recognition: The Shared Views of Four Research Groups
2069,Framewise phoneme classification with bidirectional LSTM and other neural network architectures
2070,Sequence Transduction with Recurrent Neural Networks
2071,Learning Precise Timing with LSTM Recurrent Networks
2072,Offline Handwriting Recognition with Multidimensional Recurrent Neural Networks
2073,Recurrent Neural Networks for Noise Reduction in Robust ASR
2074,Speaker-independent phone recognition using hidden Markov models
2075,Revisiting Recurrent Neural Networks for robust ASR
2076,Unconstrained On-line Handwriting Recognition with Recurrent Neural Networks
2077,Practical Variational Inference for Neural Networks
2078,An analysis of noise in recurrent neural networks: convergence and generalization
2079,Tandem Connectionist Feature Extraction for Conversational Speech Recognition
2080,"Discriminatively estimated joint acoustic, duration, and language model for speech recognition"
2081,SCARF: A Segmental CRF Speech Recognition System
2082,Forward-backward retraining of recurrent neural networks
2083,Putting An End to End-to-End: Gradient-Isolated Learning of Representations
2084,Neural Network Architectures for Prepositional Phrase Attachment Disambiguation
2085,"DARPA TIMIT:: acoustic-phonetic continuous speech corpus CD-ROM, NIST speech disc 1-1.1"
2086,SUN database: Large-scale scene recognition from abbey to zoo
2087,The Pascal Visual Object Classes Challenge: A Retrospective
2088,Improving the Fisher Kernel for Large-Scale Image Classification
2089,Large-scale image classification: Fast feature extraction and SVM training
2090,Beyond Bags of Features: Spatial Pyramid Matching for Recognizing Natural Scene Categories
2091,DenseNet: Implementing Efficient ConvNet Descriptor Pyramids
2092,Segmentation Propagation in ImageNet
2093,Regionlets for Generic Object Detection
2094,Nonparametric Scene Parsing via Label Transfer
2095,Towards good practice in large-scale learning for image classification
2096,Object detection using a max-margin Hough transform
2097,Metric Learning for Large Scale Image Classification: Generalizing to New Classes at Near-Zero Cost
2098,Deep Fisher Networks for Large-Scale Image Classification
2099,Novel Dataset for Fine-Grained Image Categorization : Stanford Dogs
2100,Three things everyone should know to improve object retrieval
2101,Hard negative classes for multiple object detection
2102,Combining randomization and discrimination for fine-grained image categorization
2103,Evaluating Color Descriptors for Object and Scene Recognition
2104,Learning Generative Visual Models from Few Training Examples: An Incremental Bayesian Approach Tested on 101 Object Categories
2105,Multi-column deep neural networks for image classification
2106,A Bayesian hierarchical model for learning natural scene categories
2107,"Detecting Avocados to Zucchinis: What Have We Done, and Where Are We Going?"
2108,DeepID-Net: multi-stage and deformable deep convolutional neural networks for object detection
2109,Empowering Visual Categorization With the GPU
2110,Prime Object Proposals with Randomized Prim's Algorithm
2111,Modeling Image Patches with a Generic Dictionary of Mini-epitomes
2112,Graph-Based Visual Saliency
2113,Contour Detection and Hierarchical Image Segmentation
2114,Joint Deep Learning for Pedestrian Detection
2115,Modeling the spatial layout of images beyond spatial pyramids
2116,Graphical Gaussian Vector for Image Categorization
2117,Decomposing a scene into geometric and semantically consistent regions
2118,Contextualizing Object Detection and Classification
2119,Quality Assessment for Crowdsourced Object Annotations
2120,Exact Acceleration of Linear Object Detectors
2121,The Multidimensional Wisdom of Crowds
2122,Fisher and VLAD with FLAIR
2123,OpenSurfaces: a richly annotated catalog of surface appearance
2124,Epitomic analysis of appearance and shape
2125,Multi-attribute spaces: Calibration for attribute fusion and similarity search
2126,Deep Epitomic Convolutional Neural Networks
2127,Face Description with Local Binary Patterns: Application to Face Recognition
2128,Efficiently Scaling up Crowdsourced Video Annotation
2129,CloudCV: Large-Scale Distributed Computer Vision as a Cloud Service
2130,Scalable multi-label annotation via semi-supervised kernel semantic embedding
2131,Sparse arrays of signatures for online character recognition
2132,Speed of processing in the human visual system
2133,ESP: Labeling Images with a Computer Game
2134,"Get another label? improving data quality and data mining using multiple, noisy labelers"
2135,Regularization of Neural Networks using DropConnect
2136,Online Passive-Aggressive Algorithms
2137,Minerva: A Scalable and Highly Efficient Training Platform for Deep Learning
2138,Return of the Devil in the Details: Delving Deep into Convolutional Nets
2139,MIL at ImageCLEF 2014: Scalable System for Image Annotation
2140,Deep Tracking: Biologically Inspired Tracking with ! Deep Convolutional Networks !
2141,High-Dim and Banded
2142,On Identifiability of Covariance Components in Hierar- chical Generalized Analysis of Covariance Models
2143,ImageNet classification with deep convolutional neural networks
2144,A Combination of Histogram of Oriented Gradients and Color Features to Cooperate with Louvain Method based Image Segmentation
2145,"Computer Vision, Accv'98: Third Asian Conference on Computer Vision, Hong Kong, China, January 8-10, 1998 : Proceedings"
2146,A Domain-based Late-Fusion for Disaster Image Retrieval from Social Media
2147,The Pascal Visual Object Classes (VOC) Challenge
2148,FPGA-Based Real-Time Charged Particle Trajectory Reconstruction at the Large Hadron Collider
2149,When Location Meets Social Multimedia: A Survey on Vision-Based Recognition and Mining for Geo-Social Multimedia Analytics
2150,The Essence of Pose
2151,A Machine Learning Approach to Anomaly Detection
2152,ROCK: a robust clustering algorithm for categorical attributes
2153,Estimating the Support of a High-Dimensional Distribution
2154,Activity monitoring: noticing interesting changes in behavior
2155,NSOM: A Real-Time Network-Based Intrusion Detection System Using Self-Organizing Maps
2156,Discovering cluster-based local outliers
2157,Markov monitoring with unknown states
2158,Outlier Detection in Multivariate Time Series by Projection Pursuit
2159,HIDE: a Hierarchical Network Intrusion Detection System Using Statistical Preprocessing and Neural Network Classification
2160,Adaptive rejection of outliers for robust motion compensation in cardiac MR-thermometry
2161,Performance of Two Generating Mechanisms in Detection of Outliers in Multivariate Time Series
2162,Detecting Unusual Program Behavior Using the Statistical Component of the Next-generation Intrusion Detection Expert System ( NIDES ) 1
2163,"Response to letter to the editor regarding ""Application of principal component analysis in clinical gait research""."
2164,Statistical robustness in utility preference robust optimization models
2165,"Introduction to Data Mining, (First Edition)"
2166,Empirical Evaluation of Rectified Activations in Convolutional Network
2167,Improving deep neural networks for LVCSR using rectified linear units and dropout
2168,Learning Recurrent Neural Networks with Hessian-Free Optimization
2169,On rectified linear units for speech processing
2170,Enhanced Gradient and Adaptive Learning Rate for Training Restricted Boltzmann Machines
2171,Krylov Subspace Descent for Deep Learning
2172,Learning to Learn Using Gradient Descent
2173,Learning Semantic Image Representations at a Large Scale
2174,"Joint Optimization of Caching, Computing, and Radio Resources for Fog-Enabled IoT Using Natural Actor–Critic Deep Reinforcement Learning"
2175,Incremental Natural Actor-Critic Algorithms
2176,DeepTox: Toxicity Prediction using Deep Learning
2177,Training Neural Networks with Stochastic Hessian-Free Optimization
2178,A New Learning Algorithm for Blind Signal Separation
