,id,year,title,ref,author
25,@articleAbbasi2017RobustnessTA,2017,Robustness to Adversarial Examples through an Ensemble of Specialists,"Abbasi, Mahdieh and C. Gagné. “Robustness to Adversarial Examples through an Ensemble of Specialists.” ArXiv abs/1702.06856 (2017): n. pag.","['Mahdieh Abbasi ', "" C. Gagn\\'e""]"
26,@articleLu2017StandardDA,2017,Standard detectors aren't (currently) fooled by physical adversarial stop signs,"Lu, Jiajun et al. “Standard detectors aren't (currently) fooled by physical adversarial stop signs.” ArXiv abs/1710.03337 (2017): n. pag.","['Jiajun Lu ', ' Hussein Sibai ', ' E. Fabry ', ' D. Forsyth']"
27,@articleBhagoji2018EnhancingRO,2018,Enhancing robustness of machine learning systems via data transformations,"Bhagoji, A. et al. “Enhancing robustness of machine learning systems via data transformations.” 2018 52nd Annual Conference on Information Sciences and Systems (CISS) (2018): 1-5.","['A. Bhagoji ', ' Daniel Cullina ', ' Chawin Sitawarin ', ' P. Mittal']"
28,@articleBiggio2010MultipleCS,2010,Multiple classifier systems for robust classifier design in adversarial environments,"Biggio, B. et al. “Multiple classifier systems for robust classifier design in adversarial environments.” International Journal of Machine Learning and Cybernetics 1 (2010): 27-41.","['B. Biggio ', ' G. Fumera ', ' F. Roli']"
29,@inproceedingsAnderson2017EvadingML,2017,Evading Machine Learning Malware Detection,"Anderson, H.. “Evading Machine Learning Malware Detection.” (2017).",['H. Anderson']
30,@inproceedingsBeatson2016BlindAO,2016,Blind Attacks on Machine Learners,"Beatson, A. et al. “Blind Attacks on Machine Learners.” NIPS (2016).","['A. Beatson ', ' Zhaoran Wang ', ' Han Liu']"
32,@articleGilmer2018AdversarialS,2018,Adversarial Spheres,"Gilmer, J. et al. “Adversarial Spheres.” ArXiv abs/1801.02774 (2018): n. pag.","['J. Gilmer ', ' Luke Metz ', ' Fartash Faghri ', ' S. Schoenholz ', ' M. Raghu ', ' M. Wattenberg ', ' Ian J. Goodfellow']"
33,@articleBhagoji2016DimensionalityRA,2016,Dimensionality Reduction as a Defense against Evasion Attacks on Machine Learning Classifiers,"Bhagoji, A. et al. “Dimensionality Reduction as a Defense against Evasion Attacks on Machine Learning Classifiers.” ArXiv abs/1704.02654 (2016): n. pag.","['A. Bhagoji ', ' Daniel Cullina ', ' P. Mittal']"
35,@inproceedingsWu2017AdversarialTF,2017,Adversarial Training for Relation Extraction,"Wu, Yi et al. “Adversarial Training for Relation Extraction.” EMNLP (2017).","['Yi Wu ', ' David Bamman ', ' S. Russell']"
36,@articleLedig2017PhotoRealisticSI,2017,Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network,"Ledig, C. et al. “Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network.” 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2017): 105-114.","['C. Ledig ', ' L. Theis ', "" Ferenc Husz\\'ar "", ' J. Caballero ', ' Andrew Aitken ', ' Alykhan Tejani ', ' J. Totz ', ' Zehan Wang ', ' W. Shi']"
37,@articleZhu2017UnpairedIT,2017,“Unpaired Image-to-Image Translation using Cycle-Consistent Adversarial Networks”の学習報告,"Zhu, Jun-Yan et al. ““Unpaired Image-to-Image Translation using Cycle-Consistent Adversarial Networks”の学習報告.” Computers & Graphics (2017): 1-1.","['Jun-Yan Zhu ', ' 杉山 拓海 ', ' Phillip Isola']"
38,@inproceedingsKatz2017ReluplexAE,2017,Reluplex: An Efficient SMT Solver for Verifying Deep Neural Networks,"Katz, G. et al. “Reluplex: An Efficient SMT Solver for Verifying Deep Neural Networks.” CAV (2017).","['G. Katz ', ' C. Barrett ', ' D. Dill ', ' Kyle Julian ', ' Mykel J. Kochenderfer']"
40,@articleKlambauer2017SelfNormalizingNN,2017,Self-Normalizing Neural Networks,"Klambauer, G. et al. “Self-Normalizing Neural Networks.” ArXiv abs/1706.02515 (2017): n. pag.","['G. Klambauer ', ' Thomas Unterthiner ', ' Andreas Mayr ', ' S. Hochreiter']"
41,@inproceedingsBengio2007ScalingLA,2007,Scaling learning algorithms towards AI,"Bengio, Yoshua and Y. LeCun. “Scaling learning algorithms towards AI.” (2007).","['Yoshua Bengio ', ' Y. LeCun']"
42,@articleShwartzZiv2017OpeningTB,2017,Opening the Black Box of Deep Neural Networks via Information,"Shwartz-Ziv, Ravid and Naftali Tishby. “Opening the Black Box of Deep Neural Networks via Information.” ArXiv abs/1703.00810 (2017): n. pag.","['Ravid Shwartz-Ziv ', ' Naftali Tishby']"
43,@articleSun2017LearningFA,2017,Learning Fast and Slow: PROPEDEUTICA for Real-time Malware Detection,"Sun, Ruimin et al. “Learning Fast and Slow: PROPEDEUTICA for Real-time Malware Detection.” ArXiv abs/1712.01145 (2017): n. pag.","['Ruimin Sun ', ' X. Yuan ', ' Pan He ', ' Qile Zhu ', ' Aokun Chen ', "" A. Gr\\'egio "", ' D. Oliveira ', ' X. Li']"
44,@articleHe2015DelvingDI,2015,Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification,"He, Kaiming et al. “Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification.” 2015 IEEE International Conference on Computer Vision (ICCV) (2015): 1026-1034.","['Kaiming He ', ' X. Zhang ', ' Shaoqing Ren ', ' Jian Sun']"
45,@articleLarsen2016AutoencodingBP,2016,Autoencoding beyond pixels using a learned similarity metric,"Larsen, Anders Boesen Lindbo et al. “Autoencoding beyond pixels using a learned similarity metric.” ArXiv abs/1512.09300 (2016): n. pag.","['Anders Boesen Lindbo Larsen ', ' S\\oren Kaae S\\onderby ', ' H. Larochelle ', ' O. Winther']"
46,@articleSelvaraju2019GradCAMVE,2019,Grad-CAM: Visual Explanations from Deep Networks via Gradient-Based Localization,"Selvaraju, R. R. et al. “Grad-CAM: Visual Explanations from Deep Networks via Gradient-Based Localization.” International Journal of Computer Vision 128 (2019): 336-359.","['R. R. Selvaraju ', ' Abhishek Das ', ' Ramakrishna Vedantam ', ' Michael Cogswell ', ' D. Parikh ', ' Dhruv Batra']"
47,@articleRen2015FasterRT,2015,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"Ren, Shaoqing et al. “Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks.” IEEE Transactions on Pattern Analysis and Machine Intelligence 39 (2015): 1137-1149.","['Shaoqing Ren ', ' Kaiming He ', ' Ross B. Girshick ', ' J. Sun']"
48,@inproceedingsMnih2016AsynchronousMF,2016,Asynchronous Methods for Deep Reinforcement Learning,"Mnih, V. et al. “Asynchronous Methods for Deep Reinforcement Learning.” ICML (2016).","['V. Mnih ', ' Adri\\`a Puigdom\\`enech Badia ', ' M. Mirza ', ' A. Graves ', ' T. Lillicrap ', ' T. Harley ', ' D. Silver ', ' K. Kavukcuoglu']"
49,@articleLin2014NetworkIN,2014,Network In Network,"Lin, M. et al. “Network In Network.” CoRR abs/1312.4400 (2014): n. pag.","['M. Lin ', ' Q. Chen ', ' S. Yan']"
50,@articleSimonyan2015VeryDC,2015,Very Deep Convolutional Networks for Large-Scale Image Recognition,"Simonyan, K. and Andrew Zisserman. “Very Deep Convolutional Networks for Large-Scale Image Recognition.” CoRR abs/1409.1556 (2015): n. pag.","['K. Simonyan ', ' Andrew Zisserman']"
51,@articleBa2014DoDN,2014,Do Deep Nets Really Need to be Deep?,"Ba, Jimmy and R. Caruana. “Do Deep Nets Really Need to be Deep?” ArXiv abs/1312.6184 (2014): n. pag.","['Jimmy Ba ', ' R. Caruana']"
52,@articleDuchi2010AdaptiveSM,2010,Adaptive Subgradient Methods for Online Learning and Stochastic Optimization,"Duchi, John C. et al. “Adaptive Subgradient Methods for Online Learning and Stochastic Optimization.” J. Mach. Learn. Res. 12 (2010): 2121-2159.","['John C. Duchi ', ' Elad Hazan ', ' Y. Singer']"
53,@articleToderici2017FullRI,2017,Full Resolution Image Compression with Recurrent Neural Networks,"Toderici, G. et al. “Full Resolution Image Compression with Recurrent Neural Networks.” 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2017): 5435-5443.","['G. Toderici ', ' D. Vincent ', ' N. Johnston ', ' S. J. Hwang ', ' David Minnen ', ' Joel Shor ', ' M. Covell']"
54,@articleRedmon2016YouOL,2016,"You Only Look Once: Unified, Real-Time Object Detection","Redmon, Joseph et al. “You Only Look Once: Unified, Real-Time Object Detection.” 2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2016): 779-788.","['Joseph Redmon ', ' S. Divvala ', ' Ross B. Girshick ', ' Ali Farhadi']"
55,@articleCully2015RobotsTC,2015,Robots that can adapt like animals,"Cully, Antoine et al. “Robots that can adapt like animals.” Nature 521 (2015): 503-507.","['Antoine Cully ', ' J. Clune ', ' Danesh Tarapore ', ' Jean-Baptiste Mouret']"
56,@articleBiggio2014PatternRS,2014,Pattern Recognition Systems under Attack: Design Issues and Research Challenges,"Biggio, B. et al. “Pattern Recognition Systems under Attack: Design Issues and Research Challenges.” Int. J. Pattern Recognit. Artif. Intell. 28 (2014): n. pag.","['B. Biggio ', ' G. Fumera ', ' F. Roli']"
57,@inproceedingsStorcheus2015ASO,2015,A Survey of Modern Questions and Challenges in Feature Extraction,"Storcheus, Dmitry et al. “A Survey of Modern Questions and Challenges in Feature Extraction.” FE@NIPS (2015).","['Dmitry Storcheus ', ' Afshin Rostamizadeh ', ' S. Kumar']"
58,@articleLong2015FullyCN,2015,Fully convolutional networks for semantic segmentation,"Long, J. et al. “Fully convolutional networks for semantic segmentation.” 2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2015): 3431-3440.","['J. Long ', ' Evan Shelhamer ', ' Trevor Darrell']"
59,@articleLiu2017UnsupervisedIT,2017,Unsupervised Image-to-Image Translation Networks,"Liu, Ming-Yu et al. “Unsupervised Image-to-Image Translation Networks.” ArXiv abs/1703.00848 (2017): n. pag.","['Ming-Yu Liu ', ' Thomas Breuel ', ' J. Kautz']"
60,@articleOord2016WaveNetAG,2016,WaveNet: A Generative Model for Raw Audio,"Oord, A. et al. “WaveNet: A Generative Model for Raw Audio.” ArXiv abs/1609.03499 (2016): n. pag.","['A. Oord ', ' S. Dieleman ', ' H. Zen ', ' K. Simonyan ', ' Oriol Vinyals ', ' A. Graves ', ' Nal Kalchbrenner ', ' A. Senior ', ' K. Kavukcuoglu']"
61,@articleRedmon2017YOLO9000BF,2017,"YOLO9000: Better, Faster, Stronger","Redmon, Joseph and Ali Farhadi. “YOLO9000: Better, Faster, Stronger.” 2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (2017): 6517-6525.","['Joseph Redmon ', ' Ali Farhadi']"
62,@articleSilver2017MasteringTG,2017,Mastering the game of Go without human knowledge,"Silver, D. et al. “Mastering the game of Go without human knowledge.” Nature 550 (2017): 354-359.","['D. Silver ', ' Julian Schrittwieser ', ' K. Simonyan ', ' Ioannis Antonoglou ', ' Aja Huang ', ' A. Guez ', ' T. Hubert ', ' L. Baker ', ' Matthew Lai ', ' A. Bolton ', ' Yutian Chen ', ' T. Lillicrap ', ' F. Hui ', ' L. Sifre ', ' George van den Driessche ', ' T. Graepel ', ' Demis Hassabis']"
63,@articleHe2017SingleST,2017,Single Shot Text Detector with Regional Attention,"He, Pan et al. “Single Shot Text Detector with Regional Attention.” 2017 IEEE International Conference on Computer Vision (ICCV) (2017): 3066-3074.","['Pan He ', ' Weilin Huang ', ' Tong He ', ' Qile Zhu ', ' Yu Qiao ', ' X. Li']"
64,@articleChen2017RethinkingAC,2017,Rethinking Atrous Convolution for Semantic Image Segmentation,"Chen, Liang-Chieh et al. “Rethinking Atrous Convolution for Semantic Image Segmentation.” ArXiv abs/1706.05587 (2017): n. pag.","['Liang-Chieh Chen ', ' G. Pap', 'reou ', ' Florian Schroff ', ' H. Adam']"
65,@articleDeng2019ArcFaceAA,2019,ArcFace: Additive Angular Margin Loss for Deep Face Recognition,"Deng, Jiankang et al. “ArcFace: Additive Angular Margin Loss for Deep Face Recognition.” 2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) (2019): 4685-4694.","['Jiankang Deng ', ' J. Guo ', ' S. Zafeiriou']"
66,@articleSilver2017MasteringCA,2017,Mastering Chess and Shogi by Self-Play with a General Reinforcement Learning Algorithm,"Silver, D. et al. “Mastering Chess and Shogi by Self-Play with a General Reinforcement Learning Algorithm.” ArXiv abs/1712.01815 (2017): n. pag.","['D. Silver ', ' T. Hubert ', ' Julian Schrittwieser ', ' Ioannis Antonoglou ', ' Matthew Lai ', ' A. Guez ', ' Marc Lanctot ', ' L. Sifre ', ' D. Kumaran ', ' T. Graepel ', ' T. Lillicrap ', ' K. Simonyan ', ' Demis Hassabis']"
67,@articleZhang2017DolphinAttackIV,2017,DolphinAttack: Inaudible Voice Commands,"Zhang, G. et al. “DolphinAttack: Inaudible Voice Commands.” Proceedings of the 2017 ACM SIGSAC Conference on Computer and Communications Security (2017): n. pag.","['G. Zhang ', ' Chen Yan ', ' Xiaoyu Ji ', ' Tianchen Zhang ', ' Taimin Zhang ', ' W. Xu']"
68,@articleRajpurkar2016SQuAD10,2016,"SQuAD: 100, 000+ Questions for Machine Comprehension of Text","Rajpurkar, Pranav et al. “SQuAD: 100, 000+ Questions for Machine Comprehension of Text.” ArXiv abs/1606.05250 (2016): n. pag.","['Pranav Rajpurkar ', ' Jian Zhang ', ' Konstantin Lopyrev ', ' Percy Liang']"
69,@inproceedingsSaon2015TheI2,2015,The IBM 2015 English conversational telephone speech recognition system,"Saon, G. et al. “The IBM 2015 English conversational telephone speech recognition system.” INTERSPEECH (2015).","['G. Saon ', ' H. Kuo ', ' Steven J. Rennie ', ' M. Picheny']"
70,@articleYan2018AFU,2018,A Fast Uyghur Text Detector for Complex Background Images,"Yan, C. et al. “A Fast Uyghur Text Detector for Complex Background Images.” IEEE Transactions on Multimedia 20 (2018): 3389-3398.","['C. Yan ', ' Hongtao Xie ', ' Jianjun Chen ', ' Z. Zha ', ' Xinhong Hao ', ' Yongdong Zhang ', ' Q. Dai']"
71,@inproceedingsFlynn2013ImageQA,2013,Image Quality Assessment Using the SSIM and the Just Noticeable Difference Paradigm,"Flynn, J. R. et al. “Image Quality Assessment Using the SSIM and the Just Noticeable Difference Paradigm.” HCI (2013).","['J. R. Flynn ', ' S. Ward ', ' IV JulianAbich ', ' David Poole']"
72,@articleLipton2018TheMO,2018,The Mythos of Model Interpretability,"Lipton, Zachary Chase. “The Mythos of Model Interpretability.” Queue 16 (2018): 31 - 57.",['Zachary Chase Lipton']
73,@articleGao2020RecommenderSB,2020,Recommender Systems Based on Generative Adversarial Networks: A Problem-Driven Perspective,"Gao, Min et al. “Recommender Systems Based on Generative Adversarial Networks: A Problem-Driven Perspective.” ArXiv abs/2003.02474 (2020): n. pag.","['Min Gao ', ' Junwei Zhang ', ' Junliang Yu ', ' Jundong Li ', ' J. Wen ', ' Qingyu Xiong']"
76,@articleCastelvecchi2016CanWO,2016,Can we open the black box of AI?,"Castelvecchi, D.. “Can we open the black box of AI?” Nature 538 (2016): 20-23.",['D. Castelvecchi']
77,@articleGallagher2019ExportLC,2019,Export laws: China is selling on surveillance technology to the rest of the world,"Gallagher, R.. “Export laws: China is selling on surveillance technology to the rest of the world.” Index on Censorship 48 (2019): 35 - 37.",['R. Gallagher']
79,@inproceedingsKoebel2009IWT,2009,I Want to Have Your Baby,"Koebel, Caroline. “I Want to Have Your Baby.” (2009).",['Caroline Koebel']
80,@inproceedingsSelvaraju2016GradCAMWD,2016,Grad-CAM: Why did you say that? Visual Explanations from Deep Networks via Gradient-based Localization,"Selvaraju, R. R. et al. “Grad-CAM: Why did you say that? Visual Explanations from Deep Networks via Gradient-based Localization.” (2016).","['R. R. Selvaraju ', ' Abhishek Das ', ' Ramakrishna Vedantam ', ' Michael Cogswell ', ' D. Parikh ', ' Dhruv Batra']"
82,@articleSchmidhuber2015DeepLI,2015,Deep learning in neural networks: An overview,"Schmidhuber, J.. “Deep learning in neural networks: An overview.” Neural networks : the official journal of the International Neural Network Society 61 (2015): 85-117 .",['J. Schmidhuber']
83,@articleMcWilliams2012WhoIA,2012,Who is afraid of a black Spider(-Man)?,"McWilliams, Ora C.. “Who is afraid of a black Spider(-Man)?” Transformative Works and Cultures 13 (2012): n. pag.",['Ora C. McWilliams']
84,@articleAbadi2016TensorFlowLM,2016,TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems,"Abadi, M. et al. “TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems.” ArXiv abs/1603.04467 (2016): n. pag.","['M. Abadi ', ' A. Agarwal ', ' P. Barham ', ' E. Brevdo ', ' Z. Chen ', ' Craig Citro ', ' G. S. Corrado ', ' Andy Davis ', ' J. Dean ', ' M. Devin ', ' Sanjay Ghemawat ', ' Ian J. Goodfellow ', ' A. Harp ', ' Geoffrey Irving ', ' M. Isard ', ' Y. Jia ', "" R. J\\'ozefowicz "", ' L. Kaiser ', ' M. Kudlur ', ' Josh Levenberg ', "" Dan Man\\'e "", ' Rajat Monga ', ' Sherry Moore ', ' D. Murray ', ' Chris Olah ', ' Mike Schuster ', ' Jonathon Shlens ', ' B. Steiner ', ' Ilya Sutskever ', ' Kunal Talwar ', ' P. Tucker ', ' V. Vanhoucke ', ' V. Vasudevan ', "" F. Vi\\'egas "", ' Oriol Vinyals ', ' Pete Warden ', ' M. Wattenberg ', ' Martin Wicke ', ' Y. Yu ', ' X. Zheng']"
85,@inproceedingsVaila2019DeepSN,2019,Deep Spiking Neural Networks: Study on the MNIST and N-MNIST Data Sets,"Vaila, Ruthvik et al. “Deep Spiking Neural Networks: Study on the MNIST and N-MNIST Data Sets.” (2019).","['Ruthvik Vaila ', ' J. Chiasson ', ' V. Saxena']"
86,@inproceedingsAyzenshtat2012AnalysisOT,2012,Analysis of the MNIST Data Set with LIBSVM Software and K-Nearest Neighbors,"Ayzenshtat, Anna. “Analysis of the MNIST Data Set with LIBSVM Software and K-Nearest Neighbors.” (2012).",['Anna Ayzenshtat']
90,@inproceedingsHaghtalab2016ThreeST,2016,Three Strategies to Success: Learning Adversary Models in Security Games,"Haghtalab, N. et al. “Three Strategies to Success: Learning Adversary Models in Security Games.” IJCAI (2016).","['N. Haghtalab ', ' F. Fang ', ' T. Nguyen ', ' Arunesh Sinha ', ' A. Procaccia ', ' Milind Tambe']"
91,@articleBielenberg2012TheGO,2012,The growth of Diaspora - A decentralized online social network in the wild,"Bielenberg, Ames et al. “The growth of Diaspora - A decentralized online social network in the wild.” 2012 Proceedings IEEE INFOCOM Workshops (2012): 13-18.","['Ames Bielenberg ', ' Lara Helm ', ' Anthony Gentilucci ', ' D. Stefanescu ', ' H. Zhang']"
5,@articleEvangelidis2008ParametricIA,2008,Parametric Image Alignment Using Enhanced Correlation Coefficient Maximization,"Evangelidis, Georgios D. and Emmanouil Z. Psarakis. “Parametric Image Alignment Using Enhanced Correlation Coefficient Maximization.” IEEE Transactions on Pattern Analysis and Machine Intelligence 30 (2008): 1858-1865.","['Georgios D. Evangelidis ', ' Emmanouil Z. Psarakis']"
0,@articleChalupka2015VisualCF,2015,Visual Causal Feature Learning,"Chalupka, Krzysztof et al. “Visual Causal Feature Learning.” ArXiv abs/1412.2309 (2015): n. pag.","['Krzysztof Chalupka ', ' P. Perona ', ' F. Eberhardt']"
1,@articleGoodfellow2013Pylearn2AM,2013,Pylearn2: a machine learning research library,"Goodfellow, Ian J. et al. “Pylearn2: a machine learning research library.” ArXiv abs/1308.4214 (2013): n. pag.","['Ian J. Goodfellow ', ' David Warde-Farley ', ' Pascal Lamblin ', ' Vincent Dumoulin ', ' M. Mirza ', ' Razvan Pascanu ', ' J. Bergstra ', "" Fr\\'ed\\'eric Bastien "", ' Yoshua Bengio']"
2,@articleJarrett2009WhatIT,2009,What is the best multi-stage architecture for object recognition?,"Jarrett, K. et al. “What is the best multi-stage architecture for object recognition?” 2009 IEEE 12th International Conference on Computer Vision (2009): 2146-2153.","['K. Jarrett ', ' K. Kavukcuoglu ', "" Marc'Aurelio Ranzato "", ' Y. LeCun']"
3,@inproceedingsGlorot2011DeepSR,2011,Deep Sparse Rectifier Neural Networks,"Glorot, Xavier et al. “Deep Sparse Rectifier Neural Networks.” AISTATS (2011).","['Xavier Glorot ', ' Antoine Bordes ', ' Yoshua Bengio']"
4,@articleHornik1989MultilayerFN,1989,Multilayer feedforward networks are universal approximators,"Hornik, K. et al. “Multilayer feedforward networks are universal approximators.” Neural Networks 2 (1989): 359-366.","['K. Hornik ', ' M. Stinchcombe ', ' H. White']"
5,@articleBastien2012TheanoNF,2012,Theano: new features and speed improvements,"Bastien, Frédéric et al. “Theano: new features and speed improvements.” ArXiv abs/1211.5590 (2012): n. pag.","[""Fr\\'ed\\'eric Bastien "", ' Pascal Lamblin ', ' Razvan Pascanu ', ' J. Bergstra ', ' Ian J. Goodfellow ', ' Arnaud Bergeron ', ' Nicolas Bouchard ', ' David Warde-Farley ', ' Yoshua Bengio']"
6,@articleRust2005SpatiotemporalEO,2005,Spatiotemporal Elements of Macaque V1 Receptive Fields,"Rust, N. et al. “Spatiotemporal Elements of Macaque V1 Receptive Fields.” Neuron 46 (2005): 945-956.","['N. Rust ', ' O. Schwartz ', ' J. Movshon ', ' Eero P. Simoncelli']"
7,@articleGoodfellow2013Pylearn2AM,2013,Pylearn2: a machine learning research library,"Goodfellow, Ian J. et al. “Pylearn2: a machine learning research library.” ArXiv abs/1308.4214 (2013): n. pag.","['Ian J. Goodfellow ', ' David Warde-Farley ', ' Pascal Lamblin ', ' Vincent Dumoulin ', ' M. Mirza ', ' Razvan Pascanu ', ' J. Bergstra ', "" Fr\\'ed\\'eric Bastien "", ' Yoshua Bengio']"
8,@inproceedingsChen2016UnderRA,2016,Under Review as a Conference Paper at Iclr 2017 Delving into Transferable Adversarial Ex- Amples and Black-box Attacks,"Chen, X.. “Under Review as a Conference Paper at Iclr 2017 Delving into Transferable Adversarial Ex- Amples and Black-box Attacks.” (2016).",['X. Chen']
0,@articleLetham2015InterpretableCU,2015,Interpretable classifiers using rules and Bayesian analysis: Building a better stroke prediction model,"Letham, Benjamin et al. “Interpretable classifiers using rules and Bayesian analysis: Building a better stroke prediction model.” ArXiv abs/1511.01644 (2015): n. pag.","['Benjamin Letham ', ' C. Rudin ', ' T. McCormick ', ' D. Madigan']"
1,@inproceedingsPfleeger2012AnalyzingCS,2012,Analyzing Computer Security - A Threat / Vulnerability / Countermeasure Approach,"Pfleeger, C. and S. Pfleeger. “Analyzing Computer Security - A Threat / Vulnerability / Countermeasure Approach.” (2012).","['C. Pfleeger ', ' S. Pfleeger']"
2,@articleJain1999DataCA,1999,Data clustering: a review,"Jain, Anil K. et al. “Data clustering: a review.” ACM Comput. Surv. 31 (1999): 264-323.","['Anil K. Jain ', ' M. Murty ', ' P. Flynn']"
3,@articleKleinberg2017InherentTI,2017,Inherent Trade-Offs in the Fair Determination of Risk Scores,"Kleinberg, J. et al. “Inherent Trade-Offs in the Fair Determination of Risk Scores.” ArXiv abs/1609.05807 (2017): n. pag.","['J. Kleinberg ', ' S. Mullainathan ', ' M. Raghavan']"
4,@articleRosasco2004AreLF,2004,Are Loss Functions All the Same?,"Rosasco, L. et al. “Are Loss Functions All the Same?” Neural Computation 16 (2004): 1063-1076.","['L. Rosasco ', ' E. D. Vito ', ' A. Caponnetto ', ' M. Piana ', ' A. Verri']"
5,@articleMahendran2016VisualizingDC,2016,Visualizing Deep Convolutional Neural Networks Using Natural Pre-images,"Mahendran, Aravindh and A. Vedaldi. “Visualizing Deep Convolutional Neural Networks Using Natural Pre-images.” International Journal of Computer Vision 120 (2016): 233-255.","['Aravindh Mahendran ', ' A. Vedaldi']"
6,@inproceedingsStempfel2009LearningSF,2009,Learning SVMs from Sloppily Labeled Data,"Stempfel, Guillaume and L. Ralaivola. “Learning SVMs from Sloppily Labeled Data.” ICANN (2009).","['Guillaume Stempfel ', ' L. Ralaivola']"
7,@inproceedingsLowd2005GoodWA,2005,Good Word Attacks on Statistical Spam Filters,"Lowd, Daniel and Christopher Meek. “Good Word Attacks on Statistical Spam Filters.” CEAS (2005).","['Daniel Lowd ', ' Christopher Meek']"
0,@inproceedingsEngstrom2019ExploringTL,2019,Exploring the Landscape of Spatial Robustness,"Engstrom, L. et al. “Exploring the Landscape of Spatial Robustness.” ICML (2019).","['L. Engstrom ', ' B. Tran ', ' D. Tsipras ', ' L. Schmidt ', ' A. Madry']"
1,@inproceedingsEngstrom2019ExploringTL,2019,Exploring the Landscape of Spatial Robustness,"Engstrom, L. et al. “Exploring the Landscape of Spatial Robustness.” ICML (2019).","['L. Engstrom ', ' B. Tran ', ' D. Tsipras ', ' L. Schmidt ', ' A. Madry']"
2,@articleColbourn1996CRCHO,1996,CRC Handbook of Combinatorial Designs,"Colbourn, C. and J. H. Dinitz. “CRC Handbook of Combinatorial Designs.” Journal of the American Statistical Association 92 (1996): 800.","['C. Colbourn ', ' J. H. Dinitz']"
0,@articleBuades2005ANA,2005,A non-local algorithm for image denoising,"Buades, A. et al. “A non-local algorithm for image denoising.” 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR'05) 2 (2005): 60-65 vol. 2.","['A. Buades ', ' B. Coll ', ' J. Morel']"
1,@articleBoykov2001FastAE,2001,Fast Approximate Energy Minimization via Graph Cuts,"Boykov, Yuri et al. “Fast Approximate Energy Minimization via Graph Cuts.” IEEE Trans. Pattern Anal. Mach. Intell. 23 (2001): 1222-1239.","['Yuri Boykov ', ' Olga Veksler ', ' R. Zabih']"
2,@articleLu2017NONT,2017,NO Need to Worry about Adversarial Examples in Object Detection in Autonomous Vehicles,"Lu, Jiajun et al. “NO Need to Worry about Adversarial Examples in Object Detection in Autonomous Vehicles.” ArXiv abs/1707.03501 (2017): n. pag.","['Jiajun Lu ', ' Hussein Sibai ', ' E. Fabry ', ' D. Forsyth']"
3,@inproceedingsEfros2001ImageQF,2001,Image quilting for texture synthesis and transfer,"Efros, Alexei A. and W. Freeman. “Image quilting for texture synthesis and transfer.” SIGGRAPH '01 (2001).","['Alexei A. Efros ', ' W. Freeman']"
4,@articleAmodei2016DeepS2,2016,Deep Speech 2 : End-to-End Speech Recognition in English and Mandarin,"Amodei, Dario et al. “Deep Speech 2 : End-to-End Speech Recognition in English and Mandarin.” ArXiv abs/1512.02595 (2016): n. pag.","['Dario Amodei ', ' S. Ananthanarayanan ', ' Rishita Anubhai ', ' J. Bai ', ' Eric Battenberg ', ' C. Case ', ' J. Casper ', ' Bryan Catanzaro ', ' Jingdong Chen ', ' M. Chrzanowski ', ' A. Coates ', ' Greg Diamos ', ' E. Elsen ', ' J. Engel ', ' Linxi Fan ', ' Christopher Fougner ', ' Awni Y. Hannun ', ' Billy Jun ', ' Tony Han ', ' P. LeGresley ', ' Xiangang Li ', ' Libby Lin ', ' Sharan Narang ', ' A. Ng ', ' Sherjil Ozair ', ' Ryan Prenger ', ' S. Qian ', ' Jonathan Raiman ', ' S. Satheesh ', ' David Seetapun ', ' S. Sengupta ', ' Anuroop Sriram ', ' C. Wang ', ' Yi Wang ', ' Zhiqian Wang ', ' B. Xiao ', ' Y. Xie ', ' Dani Yogatama ', ' Jun Zhan ', ' Zhenyao Zhu']"
5,@inproceedingsFawzi2016RobustnessOC,2016,Robustness of classifiers: from adversarial to random noise,"Fawzi, Alhussein et al. “Robustness of classifiers: from adversarial to random noise.” NIPS (2016).","['Alhussein Fawzi ', ' Seyed-Mohsen Moosavi-Dezfooli ', ' P. Frossard']"
6,@articleCiss2017HoudiniFD,2017,Houdini: Fooling Deep Structured Prediction Models,"Cissé, M. et al. “Houdini: Fooling Deep Structured Prediction Models.” ArXiv abs/1707.05373 (2017): n. pag.","[""M. Ciss\\'e "", ' Y. Adi ', ' N. Neverova ', ' Joseph Keshet']"
